20220805_172612 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3742557974.996	30.000	30.000	27.931	29.993	29.608	30.154	30.474	30.139	29.737	29.998	30.110	27.429	25.835	2.98732
3742557976.954	30.000	30.000	27.930	29.991	29.608	30.367	30.736	30.414	29.735	30.360	30.593	27.419	25.845	2.98732
3742557978.954	30.000	30.000	27.929	29.990	29.605	30.937	31.336	31.093	29.733	31.232	31.501	27.418	25.925	2.98727
3742557980.979	30.000	30.000	27.929	29.993	29.588	31.684	32.095	31.957	29.737	32.287	32.524	27.420	25.909	2.98719
3742557982.947	32.000	31.000	27.927	30.002	29.555	32.540	32.952	32.926	29.738	33.405	33.582	27.445	25.728	2.98707
3742557984.945	32.000	31.000	27.926	30.028	29.521	33.422	33.816	33.907	29.741	34.440	34.551	27.413	25.631	2.98693
3742557986.919	34.000	32.000	27.926	30.045	29.460	34.282	34.660	34.850	29.779	35.444	35.483	27.417	25.756	2.98676
3742557988.920	34.000	32.000	27.926	30.052	29.375	35.117	35.476	35.712	29.759	36.390	36.356	27.444	25.743	2.98659
3742557990.960	35.000	34.000	27.929	30.078	29.302	35.881	36.232	36.633	29.802	37.287	37.178	27.414	25.769	2.98639
3742557992.950	35.000	34.000	27.927	30.109	29.224	36.675	36.993	37.431	29.786	38.144	37.962	27.437	25.870	2.98619
3742557994.940	37.000	35.000	27.926	30.159	29.165	37.475	37.715	38.232	29.802	38.949	38.699	27.401	25.921	2.98598
3742557996.915	37.000	35.000	27.926	30.184	29.079	38.174	38.427	39.018	29.824	39.738	39.421	27.439	25.904	2.98577
3742557998.930	39.000	36.000	27.927	30.227	29.023	38.940	39.138	39.815	29.879	40.491	40.106	27.503	25.847	2.98555
3742558000.976	39.000	38.000	27.926	30.291	28.959	39.630	39.788	40.491	29.875	41.214	40.761	27.499	25.811	2.98532
3742558002.962	40.000	38.000	27.926	30.331	28.879	40.278	40.409	41.207	29.904	41.931	41.413	27.450	25.727	2.98509
3742558004.950	41.000	39.000	27.928	30.400	28.838	40.916	41.007	41.868	29.936	42.592	42.013	27.443	25.711	2.98487
3742558006.924	41.000	39.000	27.929	30.445	28.771	41.553	41.602	42.520	29.971	43.245	42.609	27.430	25.748	2.98463
3742558008.928	42.000	40.000	27.930	30.513	28.723	42.170	42.181	43.203	30.044	43.882	43.192	27.425	25.734	2.98440
3742558010.959	42.000	40.000	27.931	30.583	28.679	42.781	42.751	43.779	30.054	44.504	43.760	27.456	25.807	2.98418
3742558012.972	44.000	41.000	27.927	30.669	28.647	43.426	43.340	44.389	30.097	45.115	44.317	27.430	25.771	2.98395
3742558014.950	44.000	41.000	27.929	30.748	28.613	43.982	43.860	45.001	30.174	45.682	44.835	27.425	25.746	2.98372
3742558016.939	45.000	42.000	27.929	30.812	28.566	44.490	44.344	45.516	30.195	46.242	45.349	27.448	25.815	2.98349
3742558018.926	45.000	42.000	27.926	30.909	28.551	45.072	44.876	46.106	30.276	46.788	45.849	27.402	25.777	2.98327
3742558020.964	46.000	43.000	27.923	30.978	28.504	45.556	45.339	46.595	30.296	47.322	46.339	27.426	25.806	2.98305
3742558022.984	46.000	44.000	27.923	31.068	28.476	46.075	45.825	47.120	30.354	47.848	46.824	27.395	25.676	2.98282
3742558024.942	47.000	44.000	27.924	31.178	28.472	46.618	46.320	47.664	30.447	48.346	47.283	27.434	25.647	2.98261
3742558026.974	47.000	45.000	27.927	31.274	28.452	47.105	46.777	48.156	30.512	48.839	47.741	27.437	25.718	2.98239
3742558028.938	47.000	45.000	27.924	31.370	28.427	47.582	47.222	48.590	30.540	49.318	48.182	27.437	25.801	2.98218
3742558030.960	48.000	46.000	27.925	31.457	28.395	48.000	47.632	49.103	30.640	49.786	48.622	27.413	25.814	2.98198
3742558032.986	48.000	46.000	27.924	31.562	28.397	48.428	48.100	49.469	30.710	50.125	49.055	27.412	25.866	2.98177
3742558034.945	49.000	46.000	27.926	31.666	28.371	48.602	48.480	49.599	30.748	50.232	49.464	27.408	26.043	2.98158
3742558036.997	49.000	46.000	27.924	31.773	28.359	48.687	48.891	49.672	30.852	50.161	49.873	27.424	25.995	2.98140
3742558038.940	49.000	47.000	27.925	31.897	28.364	48.743	49.320	49.620	30.925	50.024	50.270	27.396	25.898	2.98124
3742558040.963	49.000	48.000	27.927	32.011	28.355	48.754	49.714	49.576	31.003	49.929	50.664	27.441	25.919	2.98107
