20220729_181208 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3741955930.965	30.000	30.000	27.168	29.873	29.453	30.092	30.439	30.079	29.574	29.919	30.062	26.671	24.576	3.78870
3741955932.926	30.000	30.000	27.169	29.872	29.454	30.171	30.555	30.185	29.570	30.048	30.274	26.672	24.461	3.78869
3741955934.947	30.000	30.000	27.168	29.871	29.453	30.616	31.041	30.725	29.571	30.737	31.066	26.662	24.539	3.78868
3741955936.975	30.000	30.000	27.166	29.869	29.439	31.311	31.757	31.538	29.569	31.746	32.069	26.686	24.396	3.78865
3741955938.980	30.000	30.000	27.169	29.879	29.412	32.139	32.573	32.482	29.557	32.856	33.111	26.715	24.343	3.78859
3741955940.963	32.000	31.000	27.169	29.888	29.366	32.985	33.434	33.433	29.576	33.920	34.126	26.725	24.427	3.78852
3741955942.930	32.000	31.000	27.170	29.903	29.302	33.855	34.277	34.398	29.567	34.960	35.091	26.708	24.528	3.78843
3741955944.939	34.000	32.000	27.169	29.923	29.231	34.706	35.124	35.332	29.593	35.937	35.992	26.707	24.530	3.78834
3741955946.983	34.000	34.000	27.168	29.948	29.154	35.532	35.926	36.226	29.601	36.856	36.822	26.701	24.467	3.78824
3741955948.996	35.000	34.000	27.166	29.973	29.069	36.357	36.721	37.116	29.612	37.757	37.646	26.695	24.561	3.78813
3741955950.959	37.000	35.000	27.164	30.006	28.990	37.111	37.443	37.920	29.627	38.566	38.402	26.695	24.655	3.78802
3741955952.940	37.000	35.000	27.166	30.045	28.914	37.872	38.152	38.725	29.633	39.374	39.138	26.684	24.675	3.78789
3741955954.930	39.000	37.000	27.165	30.087	28.842	38.599	38.841	39.492	29.656	40.140	39.818	26.681	24.603	3.78778
3741955956.990	39.000	37.000	27.167	30.135	28.770	39.319	39.519	40.246	29.683	40.896	40.502	26.708	24.598	3.78766
3741955958.984	40.000	38.000	27.164	30.183	28.699	40.017	40.190	40.974	29.727	41.622	41.162	26.740	24.676	3.78754
3741955960.962	40.000	38.000	27.169	30.241	28.639	40.672	40.790	41.657	29.743	42.304	41.795	26.795	24.650	3.78742
3741955962.953	41.000	39.000	27.168	30.299	28.579	41.320	41.405	42.325	29.794	42.971	42.381	26.820	24.612	3.78730
3741955964.933	41.000	40.000	27.165	30.357	28.520	41.944	41.985	42.969	29.825	43.614	42.977	26.805	24.657	3.78718
3741955966.987	42.000	40.000	27.163	30.422	28.469	42.565	42.561	43.605	29.864	44.251	43.553	26.776	24.708	3.78706
3741955968.981	44.000	41.000	27.163	30.494	28.425	43.167	43.119	44.222	29.907	44.865	44.110	26.749	24.708	3.78694
3741955970.955	44.000	41.000	27.164	30.567	28.382	43.734	43.648	44.802	29.950	45.444	44.639	26.727	24.765	3.78683
3741955972.986	45.000	42.000	27.165	30.646	28.344	44.300	44.174	45.379	30.000	46.021	45.167	26.709	24.783	3.78671
3741955974.952	45.000	42.000	27.164	30.725	28.311	44.847	44.685	45.934	30.050	46.577	45.661	26.718	24.754	3.78660
3741955976.976	46.000	43.000	27.164	30.809	28.279	45.387	45.170	46.482	30.088	47.125	46.159	26.700	24.737	3.78650
3741955979.000	46.000	43.000	27.163	30.898	28.247	45.919	45.678	47.022	30.157	47.665	46.665	26.685	24.550	3.78639
3741955980.961	47.000	44.000	27.162	30.985	28.218	46.416	46.124	47.523	30.198	48.166	47.126	26.679	24.480	3.78629
3741955983.005	47.000	44.000	27.163	31.080	28.195	46.917	46.591	48.030	30.259	48.674	47.573	26.676	24.421	3.78619
3741955984.959	48.000	45.000	27.164	31.175	28.171	47.400	47.056	48.518	30.335	49.163	48.037	26.681	24.475	3.78610
3741955986.992	48.000	46.000	27.160	31.272	28.149	47.878	47.501	48.999	30.399	49.646	48.481	26.681	24.757	3.78600
3741955988.995	48.000	46.000	27.164	31.377	28.135	48.291	47.928	49.398	30.453	50.023	48.920	26.689	24.717	3.78590
3741955990.956	49.000	46.000	27.162	31.478	28.121	48.532	48.356	49.603	30.537	50.164	49.334	26.683	24.629	3.78583
3741955993.002	49.000	46.000	27.163	31.582	28.109	48.626	48.770	49.638	30.604	50.104	49.745	26.674	24.724	3.78575
3741955994.957	49.000	47.000	27.162	31.688	28.097	48.634	49.172	49.582	30.675	49.955	50.130	26.662	24.974	3.78569
3741955996.979	49.000	47.000	27.164	31.799	28.089	48.637	49.570	49.526	30.750	49.843	50.543	26.665	25.058	3.78563
3741955998.973	49.000	48.000	27.161	31.906	28.075	48.665	49.941	49.513	30.809	49.807	50.918	26.670	25.025	3.78558
3741956000.991	49.000	48.000	27.163	32.017	28.067	48.738	50.334	49.552	30.901	49.852	51.311	26.663	24.976	3.78552
3741956003.007	49.000	49.000	27.163	32.125	28.058	48.845	50.695	49.636	30.975	49.953	51.658	26.653	24.926	3.78548
3741956004.971	49.000	49.000	27.166	32.240	28.055	48.964	50.987	49.731	31.038	50.061	51.940	26.648	24.904	3.78543
3741956007.012	49.000	49.000	27.166	32.353	28.047	49.051	51.189	49.788	31.135	50.117	52.016	26.646	24.855	3.78539
3741956008.948	49.000	50.000	27.165	32.462	28.044	49.098	51.247	49.803	31.212	50.115	51.960	26.663	24.837	3.78536
3741956010.963	49.000	50.000	27.167	32.579	28.048	49.124	51.185	49.793	31.278	50.083	51.776	26.685	24.742	3.78533
3741956012.999	49.000	50.000	27.166	32.690	28.056	49.146	51.091	49.785	31.373	50.062	51.551	26.691	24.714	3.78532
3741956014.954	49.000	50.000	27.164	32.799	28.073	49.180	50.970	49.798	31.455	50.074	51.345	26.681	24.872	3.78531
3741956016.998	49.000	50.000	27.164	32.910	28.095	49.223	50.855	49.821	31.518	50.100	51.210	26.679	24.915	3.78530
3741956018.930	49.000	50.000	27.165	33.018	28.122	49.268	50.797	49.849	31.599	50.131	51.146	26.663	24.772	3.78529
3741956020.958	49.000	50.000	27.161	33.125	28.148	49.309	50.797	49.874	31.691	50.158	51.153	26.655	24.776	3.78529
3741956022.978	49.000	49.000	27.164	33.235	28.178	49.355	50.836	49.905	31.772	50.190	51.221	26.673	24.695	3.78528
3741956024.941	49.000	49.000	27.163	33.341	28.203	49.395	50.907	49.933	31.852	50.215	51.336	26.691	24.686	3.78528
3741956027.001	49.000	49.000	27.163	33.449	28.227	49.431	50.991	49.952	31.932	50.234	51.438	26.685	24.622	3.78529
3741956028.974	49.000	49.000	27.164	33.555	28.247	49.456	51.060	49.967	32.011	50.243	51.499	26.676	24.518	3.78529
3741956030.950	49.000	50.000	27.164	33.662	28.267	49.484	51.093	49.983	32.078	50.253	51.510	26.676	24.453	3.78529
3741956032.986	49.000	50.000	27.164	33.768	28.285	49.513	51.132	49.999	32.173	50.269	51.504	26.677	24.491	3.78529
3741956034.991	49.000	50.000	27.165	33.872	28.304	49.538	51.132	50.014	32.250	50.282	51.489	26.686	24.589	3.78530
3741956036.979	49.000	50.000	27.164	33.972	28.321	49.556	51.111	50.019	32.327	50.282	51.436	26.688	24.621	3.78531
3741956038.929	49.000	50.000	27.165	34.073	28.341	49.570	51.075	50.026	32.389	50.285	51.378	26.677	24.555	3.78532
3741956040.942	49.000	50.000	27.163	34.172	28.358	49.585	51.052	50.029	32.464	50.285	51.339	26.666	24.525	3.78532
3741956042.976	49.000	50.000	27.162	34.273	28.379	49.601	51.061	50.037	32.557	50.291	51.346	26.659	24.491	3.78533
3741956044.976	49.000	50.000	27.166	34.373	28.402	49.621	51.059	50.049	32.620	50.302	51.362	26.668	24.512	3.78534
3741956046.959	49.000	50.000	27.166	34.471	28.421	49.636	51.093	50.061	32.711	50.310	51.366	26.668	24.605	3.78535
3741956048.960	50.000	50.000	27.168	34.567	28.439	49.654	51.118	50.073	32.785	50.321	51.407	26.666	24.708	3.78536
3741956050.931	50.000	50.000	27.166	34.662	28.457	49.672	51.124	50.085	32.844	50.333	51.411	26.659	24.734	3.78537
3741956052.941	50.000	50.000	27.166	34.756	28.476	49.690	51.149	50.096	32.916	50.343	51.432	26.647	24.661	3.78538
3741956054.983	50.000	50.000	27.167	34.851	28.494	49.707	51.173	50.108	32.991	50.353	51.449	26.655	24.649	3.78538
3741956056.979	50.000	50.000	27.166	34.943	28.511	49.720	51.181	50.117	33.065	50.357	51.439	26.661	24.665	3.78540
3741956058.962	50.000	50.000	27.165	35.032	28.528	49.733	51.180	50.123	33.136	50.361	51.424	26.654	24.630	3.78541
3741956060.959	50.000	50.000	27.168	35.125	28.546	49.736	51.197	50.119	33.226	50.350	51.414	26.653	24.520	3.78542
3741956062.961	50.000	50.000	27.168	35.215	28.564	49.735	51.195	50.110	33.294	50.335	51.420	26.658	24.641	3.78544
3741956064.979	50.000	50.000	27.168	35.304	28.581	49.736	51.198	50.105	33.367	50.329	51.418	26.662	24.646	3.78545
3741956066.973	50.000	50.000	27.170	35.392	28.599	49.749	51.203	50.116	33.439	50.338	51.418	26.660	24.554	3.78546
3741956068.981	50.000	50.000	27.170	35.477	28.618	49.768	51.195	50.134	33.492	50.361	51.405	26.662	24.637	3.78547
3741956070.955	50.000	50.000	27.169	35.562	28.634	49.787	51.201	50.153	33.558	50.380	51.424	26.654	24.656	3.78548
3741956072.949	50.000	50.000	27.166	35.644	28.648	49.793	51.207	50.150	33.624	50.375	51.412	26.644	24.581	3.78549
3741956074.996	50.000	50.000	27.167	35.729	28.666	49.796	51.220	50.148	33.694	50.367	51.421	26.637	24.584	3.78549
3741956076.997	50.000	50.000	27.167	35.812	28.681	49.794	51.227	50.141	33.762	50.356	51.427	26.646	24.669	3.78550
3741956078.964	50.000	50.000	27.167	35.893	28.698	49.796	51.254	50.140	33.842	50.349	51.444	26.659	24.661	3.78552
3741956080.991	50.000	50.000	27.170	35.976	28.717	49.805	51.247	50.147	33.896	50.356	51.431	26.665	24.625	3.78553
3741956082.957	50.000	50.000	27.168	36.054	28.730	49.823	51.245	50.165	33.959	50.376	51.420	26.671	24.609	3.78555
3741956084.979	50.000	50.000	27.170	36.134	28.747	49.845	51.239	50.184	34.026	50.402	51.404	26.686	24.773	3.78556
3741956087.000	50.000	50.000	27.167	36.213	28.762	49.852	51.245	50.187	34.104	50.400	51.401	26.686	24.768	3.78557
3741956088.958	50.000	50.000	27.168	36.289	28.780	49.857	51.242	50.188	34.168	50.395	51.377	26.669	24.731	3.78558
3741956090.995	50.000	50.000	27.167	36.366	28.798	49.860	51.222	50.187	34.215	50.392	51.386	26.649	24.702	3.78559
3741956092.962	50.000	50.000	27.166	36.439	28.815	49.862	51.245	50.187	34.293	50.388	51.381	26.637	24.549	3.78560
3741956094.983	50.000	50.000	27.166	36.514	28.830	49.867	51.263	50.185	34.353	50.384	51.420	26.647	24.509	3.78560
3741956096.991	50.000	50.000	27.163	36.586	28.844	49.869	51.269	50.187	34.401	50.386	51.430	26.667	24.525	3.78562
3741956098.949	50.000	50.000	27.164	36.659	28.859	49.875	51.288	50.193	34.461	50.388	51.445	26.692	24.524	3.78562
3741956101.000	50.000	50.000	27.165	36.732	28.870	49.882	51.291	50.196	34.522	50.393	51.439	26.692	24.526	3.78564
3741956102.948	50.000	50.000	27.165	36.804	28.880	49.887	51.305	50.198	34.596	50.392	51.444	26.667	24.565	3.78564
3741956104.974	50.000	50.000	27.166	36.872	28.893	49.892	51.289	50.201	34.639	50.394	51.419	26.651	24.519	3.78565
3741956106.974	50.000	50.000	27.162	36.940	28.907	49.896	51.286	50.202	34.695	50.395	51.411	26.645	24.523	3.78566
3741956108.997	50.000	50.000	27.163	37.008	28.923	49.901	51.285	50.205	34.755	50.394	51.407	26.637	24.439	3.78567
3741956111.012	50.000	50.000	27.161	37.076	28.941	49.908	51.288	50.209	34.812	50.397	51.407	26.637	24.405	3.78568
3741956112.960	50.000	50.000	27.165	37.144	28.957	49.912	51.293	50.209	34.868	50.398	51.426	26.639	24.400	3.78569
3741956114.990	50.000	50.000	27.162	37.208	28.968	49.914	51.296	50.211	34.924	50.397	51.413	26.649	24.393	3.78570
3741956116.948	50.000	50.000	27.166	37.276	28.983	49.923	51.306	50.219	34.982	50.402	51.421	26.669	24.476	3.78571
3741956118.959	50.000	50.000	27.163	37.339	28.992	49.925	51.308	50.217	35.037	50.401	51.420	26.672	24.522	3.78571
3741956120.999	50.000	50.000	27.161	37.401	29.003	49.926	51.312	50.215	35.090	50.398	51.425	26.664	24.497	3.78572
3741956122.966	50.000	50.000	27.164	37.465	29.021	49.933	51.321	50.220	35.144	50.401	51.427	26.652	24.550	3.78573
3741956124.995	50.000	50.000	27.166	37.531	29.038	49.940	51.331	50.225	35.202	50.404	51.436	26.655	24.597	3.78574
3741956126.931	50.000	50.000	27.163	37.589	29.048	49.939	51.333	50.219	35.251	50.398	51.433	26.656	24.518	3.78574
3741956128.957	50.000	50.000	27.163	37.650	29.061	49.940	51.333	50.220	35.303	50.397	51.429	26.660	24.438	3.78575
3741956130.985	50.000	50.000	27.165	37.710	29.074	49.945	51.328	50.225	35.357	50.400	51.415	26.666	24.373	3.78576
3741956132.941	50.000	50.000	27.164	37.767	29.086	49.949	51.319	50.226	35.407	50.401	51.401	26.666	24.403	3.78577
3741956135.000	50.000	50.000	27.167	37.829	29.102	49.956	51.316	50.231	35.461	50.406	51.394	26.666	24.478	3.78577
3741956136.972	50.000	50.000	27.167	37.886	29.115	49.955	51.309	50.227	35.510	50.400	51.386	26.662	24.422	3.78578
3741956138.949	50.000	50.000	27.164	37.942	29.127	49.939	51.308	50.206	35.559	50.371	51.384	26.663	24.309	3.78579
3741956141.042	50.000	50.000	27.165	37.999	29.138	49.925	51.317	50.187	35.610	50.347	51.398	26.682	24.250	3.78580
3741956142.988	50.000	50.000	27.166	38.055	29.150	49.929	51.333	50.190	35.659	50.353	51.419	26.671	24.210	3.78581
3741956144.973	50.000	50.000	27.167	38.111	29.161	49.939	51.348	50.200	35.709	50.367	51.435	26.672	24.421	3.78581
3741956146.917	50.000	50.000	27.168	38.166	29.168	49.948	51.373	50.211	35.773	50.379	51.457	26.687	24.613	3.78581
3741956148.941	50.000	50.000	27.169	38.220	29.177	49.958	51.358	50.219	35.804	50.389	51.431	26.672	24.685	3.78582
3741956150.966	50.000	50.000	27.168	38.275	29.190	49.968	51.353	50.228	35.853	50.398	51.421	26.671	24.639	3.78583
3741956152.970	50.000	50.000	27.166	38.326	29.202	49.975	51.350	50.234	35.899	50.402	51.413	26.684	24.572	3.78583
3741956154.967	50.000	50.000	27.168	38.380	29.216	49.982	51.347	50.237	35.946	50.403	51.406	26.689	24.566	3.78584
3741956156.957	50.000	50.000	27.166	38.432	29.227	49.980	51.344	50.234	35.994	50.397	51.402	26.693	24.636	3.78585
3741956158.948	50.000	50.000	27.164	38.482	29.239	49.964	51.354	50.213	36.052	50.368	51.391	26.677	24.566	3.78585
3741956160.968	50.000	50.000	27.166	38.534	29.251	49.952	51.339	50.198	36.098	50.349	51.407	26.667	24.488	3.78586
3741956162.983	50.000	50.000	27.166	38.582	29.262	49.956	51.337	50.202	36.128	50.355	51.391	26.682	24.535	3.78586
3741956164.977	50.000	50.000	27.165	38.631	29.275	49.966	51.337	50.210	36.171	50.370	51.386	26.686	24.526	3.78587
3741956166.962	50.000	50.000	27.164	38.681	29.287	49.978	51.338	50.224	36.216	50.386	51.389	26.679	24.520	3.78587
3741956168.940	50.000	50.000	27.168	38.729	29.300	49.990	51.343	50.236	36.261	50.397	51.391	26.659	24.470	3.78588
3741956170.939	50.000	50.000	27.168	38.776	29.309	49.991	51.346	50.233	36.304	50.392	51.392	26.656	24.425	3.78589
3741956172.986	50.000	50.000	27.167	38.822	29.317	49.978	51.346	50.217	36.344	50.369	51.392	26.682	24.459	3.78589
3741956174.973	50.000	50.000	27.167	38.871	29.323	49.965	51.350	50.198	36.389	50.343	51.392	26.693	24.462	3.78590
3741956176.972	50.000	50.000	27.167	38.914	29.327	49.962	51.352	50.195	36.427	50.344	51.395	26.711	24.584	3.78590
3741956178.955	50.000	50.000	27.168	38.962	29.339	49.975	51.355	50.208	36.470	50.358	51.398	26.711	24.560	3.78590
3741956180.934	50.000	50.000	27.173	39.009	29.349	49.989	51.362	50.224	36.515	50.378	51.404	26.695	24.508	3.78591
3741956182.985	50.000	50.000	27.172	39.053	29.358	49.999	51.365	50.234	36.554	50.390	51.407	26.693	24.435	3.78592
3741956184.989	50.000	50.000	27.174	39.098	29.370	50.005	51.372	50.237	36.598	50.391	51.413	26.691	24.413	3.78592
3741956186.960	50.000	50.000	27.171	39.141	29.374	49.992	51.377	50.219	36.638	50.367	51.418	26.684	24.510	3.78593
3741956188.977	50.000	50.000	27.170	39.184	29.381	49.975	51.382	50.199	36.675	50.339	51.420	26.701	24.576	3.78593
3741956190.950	50.000	50.000	27.171	39.227	29.391	49.977	51.388	50.198	36.717	50.341	51.424	26.727	24.594	3.78594
3741956192.974	50.000	50.000	27.167	39.268	29.394	49.985	51.389	50.208	36.754	50.357	51.426	26.759	24.542	3.78594
3741956194.999	50.000	50.000	27.170	39.312	29.406	50.001	51.395	50.226	36.795	50.379	51.430	26.749	24.467	3.78594
3741956196.969	50.000	50.000	27.171	39.353	29.418	50.015	51.398	50.241	36.835	50.397	51.431	26.736	24.305	3.78594
3741956199.004	50.000	50.000	27.173	39.396	29.429	50.019	51.401	50.240	36.872	50.392	51.428	26.723	24.310	3.78595
3741956200.956	50.000	50.000	27.174	39.438	29.438	50.008	51.396	50.227	36.912	50.370	51.416	26.711	24.405	3.78596
3741956202.988	50.000	50.000	27.172	39.477	29.446	49.993	51.377	50.207	36.949	50.344	51.385	26.700	24.544	3.78596
