20220804_221029 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3742488631.135	10.000	11.000	27.855	15.321	32.181	10.074	9.879	10.005	16.667	9.656	9.535	27.339	25.387	3.52311
3742488633.320	10.000	11.000	27.856	15.325	32.173	10.064	10.712	9.988	16.669	9.607	10.834	27.300	25.323	3.52308
3742488635.199	10.000	11.000	27.839	15.327	32.134	10.075	11.745	10.007	16.669	9.629	12.259	27.310	25.369	3.52305
3742488637.172	10.000	11.000	27.842	15.334	32.071	10.471	12.989	10.497	16.654	10.243	13.845	27.308	25.395	3.52299
3742488639.143	10.000	11.000	27.840	15.344	31.977	11.307	14.267	11.479	16.672	11.503	15.395	27.384	25.547	3.52290
3742488641.240	10.000	14.000	27.839	15.361	31.835	12.503	15.689	12.842	16.661	13.101	16.967	27.347	25.574	3.52278
3742488643.343	10.000	14.000	27.838	15.385	31.645	13.786	17.037	14.274	16.686	14.728	18.425	27.319	25.554	3.52263
3742488645.442	14.000	14.000	27.841	15.422	31.439	15.078	18.304	15.692	16.701	16.269	19.777	27.307	25.475	3.52248
3742488647.263	14.000	14.000	27.836	15.452	31.246	16.180	19.385	16.892	16.712	17.538	20.880	27.296	25.469	3.52234
3742488649.306	14.000	18.000	27.839	15.500	31.050	17.406	20.545	18.206	16.735	18.932	22.079	27.281	25.468	3.52217
3742488651.070	14.000	18.000	27.838	15.547	30.876	18.472	21.541	19.342	16.758	20.062	23.071	27.282	25.545	3.52202
3742488653.231	20.000	18.000	27.840	15.615	30.687	19.705	22.684	20.647	16.791	21.384	24.225	27.294	25.565	3.52184
3742488655.128	20.000	18.000	27.838	15.673	30.542	20.736	23.632	21.727	16.822	22.474	25.175	27.296	25.541	3.52168
3742488657.209	20.000	22.000	27.838	15.749	30.392	21.856	24.658	22.896	16.861	23.650	26.198	27.281	25.442	3.52150
3742488659.165	20.000	22.000	27.838	15.825	30.255	22.843	25.540	23.920	16.886	24.676	27.095	27.307	25.306	3.52133
3742488661.291	24.000	22.000	27.839	15.917	30.121	23.933	26.539	25.046	16.954	25.806	28.057	27.312	25.458	3.52114
3742488663.095	24.000	22.000	27.839	16.002	30.025	24.827	27.341	25.964	17.001	26.726	28.866	27.303	25.624	3.52098
3742488665.233	24.000	26.000	27.851	16.100	29.917	25.811	28.148	26.967	17.057	27.760	29.609	27.303	25.769	3.52080
3742488667.337	24.000	26.000	27.835	16.209	29.818	26.589	28.666	27.719	17.119	28.431	29.898	27.271	25.770	3.52063
3742488669.133	28.000	26.000	27.837	16.308	29.738	26.991	28.858	28.062	17.181	28.651	29.836	27.280	25.750	3.52050
3742488671.251	28.000	28.000	27.838	16.425	29.651	27.197	28.851	28.166	17.252	28.574	29.528	27.285	25.757	3.52039
3742488673.216	28.000	28.000	27.835	16.535	29.591	27.242	28.725	28.113	17.321	28.371	29.184	27.268	25.784	3.52029
3742488675.259	28.000	28.000	27.836	16.650	29.552	27.259	28.530	28.048	17.397	28.212	28.814	27.270	25.666	3.52021
3742488677.104	28.000	28.000	27.849	16.749	29.533	27.298	28.337	28.031	17.461	28.159	28.522	27.275	25.689	3.52014
3742488679.291	28.000	28.000	27.849	16.870	29.523	27.399	28.143	28.089	17.525	28.211	28.291	27.272	25.808	3.52006
3742488681.153	28.000	28.000	27.834	16.975	29.519	27.519	28.065	28.185	17.612	28.321	28.186	27.266	25.897	3.52000
3742488683.075	28.000	28.000	27.834	17.081	29.520	27.649	28.015	28.288	17.684	28.436	28.155	27.246	25.771	3.51994
3742488685.234	28.000	28.000	27.833	17.201	29.523	27.775	28.049	28.387	17.770	28.537	28.228	27.247	25.642	3.51988
3742488687.196	28.000	28.000	27.832	17.308	29.530	27.867	28.128	28.454	17.844	28.601	28.349	27.249	25.637	3.51983
3742488689.115	28.000	28.000	27.831	17.418	29.531	27.942	28.239	28.503	17.920	28.634	28.488	27.289	25.663	3.51978
3742488691.342	28.000	28.000	27.845	17.538	29.524	28.005	28.364	28.541	18.004	28.693	28.639	27.269	25.515	3.51974
3742488693.426	28.000	28.000	27.828	17.658	29.516	28.056	28.463	28.567	18.089	28.674	28.722	27.295	25.457	3.51968
3742488695.323	28.000	28.000	27.833	17.767	29.512	28.095	28.528	28.587	18.169	28.681	28.742	27.270	25.594	3.51964
3742488697.346	28.000	28.000	27.830	17.873	29.496	28.128	28.561	28.600	18.244	28.688	28.741	27.279	25.890	3.51961
3742488699.117	28.000	28.000	27.831	17.971	29.482	28.164	28.581	28.621	18.316	28.703	28.732	27.288	25.928	3.51958
3742488701.290	28.000	28.000	27.827	18.087	29.468	28.202	28.592	28.646	18.398	28.724	28.715	27.329	25.925	3.51955
3742488703.127	28.000	28.000	27.831	18.189	29.459	28.243	28.605	28.675	18.475	28.753	28.709	27.291	25.817	3.51953
3742488705.074	28.000	28.000	27.828	18.293	29.445	28.284	28.611	28.705	18.550	28.781	28.697	27.284	25.758	3.51950
3742488707.174	28.000	28.000	27.829	18.405	29.438	28.326	28.623	28.738	18.633	28.812	28.700	27.277	25.811	3.51948
3742488709.347	28.000	28.000	27.828	18.520	29.426	28.359	28.648	28.758	18.718	28.825	28.717	27.270	25.932	3.51946
3742488711.090	28.000	28.000	27.828	18.610	29.415	28.382	28.668	28.770	18.786	28.834	28.733	27.266	26.042	3.51944
3742488713.115	28.000	28.000	27.828	18.715	29.407	28.413	28.698	28.794	18.864	28.849	28.755	27.264	26.001	3.51942
3742488715.147	28.000	28.000	27.827	18.819	29.397	28.441	28.726	28.813	18.944	28.868	28.781	27.253	25.854	3.51940
3742488717.235	28.000	28.000	27.827	18.925	29.394	28.469	28.757	28.835	19.023	28.887	28.804	27.251	25.837	3.51939
3742488719.135	28.000	28.000	27.826	19.019	29.390	28.497	28.787	28.860	19.097	28.908	28.828	27.243	25.683	3.51937
3742488721.298	29.000	28.000	27.827	19.129	29.382	28.527	28.817	28.885	19.180	28.926	28.849	27.242	25.600	3.51936
3742488723.296	29.000	28.000	27.827	19.227	29.376	28.553	28.824	28.901	19.238	28.941	28.860	27.244	25.624	3.51935
3742488725.087	29.000	28.000	27.825	19.316	29.364	28.569	28.852	28.911	19.323	28.947	28.863	27.241	25.765	3.51934
3742488727.214	29.000	28.000	27.823	19.417	29.356	28.589	28.872	28.925	19.401	28.957	28.873	27.240	25.953	3.51932
3742488729.183	29.000	28.000	27.823	19.512	29.343	28.607	28.887	28.939	19.474	28.969	28.884	27.247	25.968	3.51932
3742488731.102	29.000	28.000	27.823	19.603	29.338	28.629	28.905	28.956	19.546	28.982	28.894	27.248	25.929	3.51930
3742488733.149	29.000	28.000	27.821	19.695	29.329	28.650	28.923	28.973	19.618	28.996	28.909	27.237	25.875	3.51930
3742488735.428	29.000	28.000	27.823	19.805	29.327	28.678	28.948	28.996	19.705	29.016	28.926	27.232	25.996	3.51929
3742488737.117	29.000	28.000	27.823	19.881	29.327	28.695	28.962	29.009	19.765	29.029	28.934	27.230	26.013	3.51929
3742488739.212	29.000	28.000	27.818	19.974	29.319	28.713	28.974	29.024	19.837	29.042	28.936	27.233	25.962	3.51928
3742488741.163	29.000	28.000	27.821	20.065	29.318	28.732	28.973	29.039	19.908	29.051	28.920	27.237	25.849	3.51927
3742488743.192	29.000	28.000	27.820	20.153	29.309	28.739	28.969	29.041	19.978	29.046	28.903	27.233	25.797	3.51927
3742488745.301	29.000	28.000	27.819	20.244	29.302	28.747	28.967	29.044	20.052	29.042	28.895	27.229	25.772	3.51926
3742488747.295	29.000	28.000	27.819	20.331	29.297	28.755	28.966	29.044	20.120	29.041	28.894	27.231	25.676	3.51926
3742488749.058	29.000	28.000	27.817	20.407	29.287	28.763	28.980	29.051	20.182	29.046	28.907	27.225	25.574	3.51925
3742488751.211	29.000	28.000	27.815	20.496	29.276	28.784	29.005	29.074	20.252	29.072	28.938	27.229	25.548	3.51925
3742488753.128	29.000	28.000	27.818	20.576	29.272	28.809	29.030	29.095	20.317	29.094	28.965	27.242	25.693	3.51924
3742488755.236	29.000	28.000	27.818	20.666	29.272	28.827	29.060	29.112	20.390	29.107	28.992	27.246	25.479	3.51924
3742488757.196	29.000	28.000	27.814	20.741	29.270	28.834	29.074	29.113	20.452	29.104	29.000	27.237	25.497	3.51924
3742488759.067	29.000	28.000	27.815	20.819	29.268	28.842	29.076	29.119	20.513	29.105	28.990	27.235	25.537	3.51924
3742488761.117	29.000	28.000	27.815	20.902	29.268	28.856	29.080	29.128	20.584	29.114	28.981	27.236	25.378	3.51923
3742488763.252	29.000	28.000	27.813	20.983	29.262	28.863	29.076	29.132	20.648	29.115	28.971	27.234	25.343	3.51922
3742488765.360	29.000	28.000	27.812	21.065	29.258	28.873	29.076	29.140	20.716	29.119	28.963	27.225	25.412	3.51923
3742488767.141	29.000	28.000	27.812	21.133	29.254	28.882	29.075	29.145	20.770	29.124	28.961	27.221	25.483	3.51922
3742488769.318	29.000	28.000	27.812	21.216	29.249	28.890	29.078	29.151	20.839	29.127	28.959	27.226	25.626	3.51922
3742488771.146	29.000	28.000	27.813	21.287	29.248	28.901	29.083	29.161	20.898	29.135	28.962	27.231	25.702	3.51921
3742488773.166	29.000	28.000	27.810	21.359	29.246	28.910	29.096	29.167	20.957	29.140	28.981	27.242	25.729	3.51922
3742488775.294	29.000	28.000	27.810	21.437	29.245	28.921	29.123	29.177	21.022	29.148	29.017	27.249	25.752	3.51922
3742488777.393	29.000	28.000	27.811	21.514	29.244	28.935	29.152	29.187	21.085	29.157	29.047	27.247	25.747	3.51921
3742488779.068	29.000	28.000	27.812	21.576	29.247	28.945	29.170	29.197	21.139	29.166	29.060	27.254	25.743	3.51921
3742488781.085	29.000	28.000	27.812	21.646	29.248	28.957	29.176	29.205	21.198	29.172	29.053	27.255	25.741	3.51920
3742488783.222	29.000	28.000	27.812	21.721	29.247	28.970	29.179	29.218	21.261	29.182	29.049	27.250	25.714	3.51921
3742488785.229	29.000	28.000	27.812	21.792	29.247	28.983	29.181	29.227	21.319	29.192	29.045	27.237	25.779	3.51920
3742488787.099	29.000	28.000	27.810	21.853	29.242	28.991	29.181	29.235	21.372	29.199	29.039	27.223	25.861	3.51920
3742488789.289	29.000	28.000	27.808	21.927	29.239	29.004	29.182	29.246	21.433	29.208	29.039	27.220	25.857	3.51920
3742488791.066	29.000	28.000	27.809	21.988	29.238	29.014	29.186	29.254	21.485	29.216	29.039	27.233	25.804	3.51920
3742488793.238	29.000	28.000	27.809	22.058	29.236	29.024	29.189	29.262	21.545	29.221	29.039	27.264	25.776	3.51919
3742488795.360	29.000	28.000	27.810	22.127	29.238	29.034	29.193	29.269	21.604	29.226	29.042	27.264	25.613	3.51920
3742488797.165	29.000	28.000	27.805	22.184	29.237	29.038	29.194	29.272	21.650	29.228	29.042	27.242	25.615	3.51920
3742488799.357	29.000	28.000	27.808	22.254	29.244	29.053	29.204	29.283	21.711	29.238	29.048	27.234	25.528	3.51919
3742488801.094	29.000	28.000	27.810	22.313	29.250	29.063	29.215	29.294	21.761	29.245	29.046	27.239	25.552	3.51919
3742488803.084	29.000	28.000	27.810	22.375	29.251	29.075	29.238	29.304	21.815	29.255	29.093	27.246	25.844	3.51919
3742488805.204	29.000	28.000	27.808	22.438	29.248	29.083	29.263	29.308	21.868	29.262	29.121	27.243	25.924	3.51919
3742488807.475	29.000	28.000	27.806	22.509	29.242	29.095	29.274	29.320	21.928	29.269	29.122	27.234	25.943	3.51919
3742488809.345	29.000	28.000	27.809	22.566	29.240	29.105	29.280	29.325	21.977	29.276	29.121	27.228	25.911	3.51919
3742488811.103	29.000	28.000	27.809	22.617	29.240	29.109	29.283	29.330	22.022	29.275	29.118	27.227	25.836	3.51918
3742488813.078	29.000	28.000	27.807	22.674	29.241	29.116	29.285	29.335	22.072	29.279	29.117	27.236	25.636	3.51918
3742488815.200	29.000	28.000	27.807	22.735	29.242	29.122	29.287	29.338	22.123	29.283	29.117	27.245	25.414	3.51918
3742488817.308	29.000	28.000	27.808	22.797	29.244	29.130	29.294	29.343	22.180	29.284	29.122	27.253	25.474	3.51918
3742488819.083	29.000	28.000	27.809	22.849	29.245	29.133	29.296	29.341	22.222	29.282	29.121	27.246	25.439	3.51918
3742488821.122	29.000	28.000	27.806	22.902	29.243	29.131	29.298	29.339	22.271	29.279	29.122	27.237	25.261	3.51918
3742488823.464	29.000	28.000	27.808	22.971	29.248	29.140	29.304	29.347	22.330	29.286	29.128	27.228	25.313	3.51918
3742488825.116	29.000	28.000	27.806	23.013	29.248	29.149	29.307	29.355	22.369	29.295	29.129	27.225	25.316	3.51918
3742488827.315	29.000	28.000	27.806	23.074	29.247	29.166	29.315	29.372	22.422	29.313	29.134	27.227	25.329	3.51917
3742488829.096	29.000	28.000	27.806	23.122	29.249	29.174	29.319	29.381	22.462	29.322	29.137	27.225	25.268	3.51918
3742488831.206	29.000	29.000	27.805	23.175	29.249	29.185	29.323	29.388	22.509	29.327	29.140	27.234	25.189	3.51917
3742488833.316	29.000	29.000	27.806	23.233	29.248	29.192	29.332	29.392	22.560	29.329	29.130	27.243	25.225	3.51917
3742488835.225	29.000	29.000	27.805	23.282	29.249	29.193	29.337	29.392	22.604	29.327	29.152	27.230	25.311	3.51917
3742488837.456	29.000	29.000	27.804	23.339	29.247	29.194	29.344	29.389	22.654	29.322	29.156	27.222	25.437	3.51917
3742488839.247	29.000	29.000	27.803	23.385	29.251	29.196	29.349	29.392	22.697	29.321	29.162	27.232	25.774	3.51917
3742488841.145	29.000	29.000	27.801	23.429	29.252	29.199	29.352	29.390	22.735	29.319	29.160	27.252	25.845	3.51917
3742488843.123	29.000	29.000	27.802	23.479	29.253	29.213	29.358	29.405	22.779	29.338	29.165	27.259	25.841	3.51916
