20220730_015149 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3741983510.960	9.000	11.000	27.133	15.206	32.338	10.079	9.856	10.001	16.468	9.651	9.434	26.656	24.658	3.79277
3741983513.319	9.000	11.000	27.134	15.208	32.335	10.074	10.576	9.992	16.469	9.640	10.604	26.662	24.633	3.79276
3741983515.091	9.000	11.000	27.133	15.211	32.308	10.079	11.530	10.002	16.469	9.650	11.961	26.659	24.580	3.79274
3741983517.003	10.000	11.000	27.131	15.214	32.253	10.404	12.703	10.408	16.468	10.150	13.492	26.661	24.500	3.79269
3741983518.992	10.000	11.000	27.130	15.223	32.158	11.225	14.013	11.381	16.470	11.364	15.074	26.660	24.556	3.79262
3741983521.149	10.000	13.000	27.132	15.240	32.003	12.414	15.436	12.748	16.478	12.998	16.697	26.654	24.600	3.79250
3741983522.997	10.000	13.000	27.128	15.258	31.870	13.504	16.598	13.977	16.481	14.396	17.969	26.643	24.545	3.79239
3741983524.949	13.000	13.000	27.131	15.289	31.705	14.744	17.855	15.354	16.495	15.899	19.303	26.656	24.587	3.79223
3741983527.039	13.000	13.000	27.131	15.328	31.511	16.027	19.107	16.758	16.512	17.386	20.608	26.664	24.586	3.79208
3741983529.138	13.000	18.000	27.130	15.372	31.296	17.308	20.333	18.144	16.533	18.822	21.864	26.653	24.500	3.79191
3741983531.024	13.000	18.000	27.128	15.419	31.126	18.414	21.376	19.332	16.556	20.031	22.922	26.645	24.443	3.79175
3741983533.049	19.000	18.000	27.128	15.478	30.959	19.541	22.430	20.532	16.584	21.241	23.984	26.632	24.398	3.79158
3741983535.128	19.000	22.000	27.129	15.546	30.782	20.719	23.520	21.774	16.618	22.492	25.076	26.648	24.418	3.79139
