20220802_002436 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3742237478.352	30.000	30.000	27.197	29.903	29.477	30.111	30.459	30.096	29.586	29.943	30.138	26.739	24.304	3.72319
3742237480.370	30.000	30.000	27.199	29.902	29.483	30.417	30.820	30.481	29.586	30.438	30.754	26.756	24.318	3.72318
3742237482.338	30.000	30.000	27.196	29.900	29.478	31.049	31.485	31.230	29.581	31.388	31.729	26.746	24.250	3.72311
3742237484.330	30.000	30.000	27.194	29.905	29.457	31.818	32.265	32.115	29.585	32.451	32.753	26.732	24.259	3.72301
3742237486.305	32.000	31.000	27.196	29.914	29.417	32.670	33.135	33.081	29.602	33.553	33.789	26.720	24.278	3.72287
3742237488.284	32.000	31.000	27.198	29.931	29.362	33.533	33.971	34.041	29.595	34.603	34.761	26.718	24.212	3.72271
3742237490.355	34.000	32.000	27.198	29.944	29.287	34.390	34.812	34.988	29.601	35.606	35.680	26.715	24.162	3.72252
3742237492.327	34.000	32.000	27.199	29.967	29.212	35.231	35.626	35.902	29.609	36.552	36.547	26.725	24.205	3.72231
3742237494.313	35.000	34.000	27.198	29.995	29.134	36.036	36.402	36.772	29.622	37.437	37.352	26.744	24.291	3.72208
3742237496.291	35.000	34.000	27.199	30.028	29.054	36.828	37.160	37.623	29.639	38.293	38.134	26.757	24.330	3.72184
3742237498.310	37.000	35.000	27.198	30.062	28.976	37.592	37.886	38.433	29.657	39.077	38.871	26.765	24.401	3.72159
3742237500.329	37.000	37.000	27.197	30.103	28.897	38.323	38.574	39.207	29.676	39.853	39.541	26.722	24.399	3.72135
3742237502.356	39.000	37.000	27.195	30.146	28.818	39.053	39.260	39.973	29.698	40.651	40.263	26.763	24.456	3.72109
3742237504.332	40.000	38.000	27.197	30.195	28.754	39.738	39.920	40.690	29.744	41.366	40.909	26.765	24.534	3.72083
3742237506.300	40.000	38.000	27.196	30.249	28.690	40.412	40.533	41.389	29.759	42.064	41.543	26.745	24.573	3.72056
3742237508.288	41.000	39.000	27.195	30.304	28.633	41.060	41.136	42.060	29.788	42.734	42.145	26.731	24.520	3.72030
3742237510.336	41.000	39.000	27.194	30.364	28.573	41.698	41.732	42.717	29.821	43.390	42.741	26.735	24.556	3.72003
3742237512.334	42.000	40.000	27.193	30.430	28.524	42.331	42.318	43.369	29.863	44.040	43.327	26.741	24.533	3.71977
3742237514.341	42.000	40.000	27.193	30.498	28.477	42.918	42.861	43.969	29.904	44.611	43.856	26.741	24.546	3.71950
3742237516.317	44.000	41.000	27.198	30.573	28.437	43.502	43.401	44.565	29.947	45.236	44.411	26.688	24.484	3.71923
3742237518.316	44.000	42.000	27.183	30.650	28.398	44.076	43.933	45.148	29.997	45.790	44.909	26.675	24.619	3.71897
3742237520.344	45.000	42.000	27.180	30.728	28.356	44.634	44.448	45.716	30.042	46.388	45.454	26.724	24.612	3.71871
3742237522.354	46.000	43.000	27.195	30.813	28.321	45.181	44.954	46.271	30.097	46.912	45.958	26.724	24.693	3.71845
3742237524.313	46.000	43.000	27.182	30.899	28.292	45.700	45.433	46.796	30.151	47.439	46.407	26.694	24.593	3.71820
3742237526.334	47.000	44.000	27.184	30.989	28.270	46.213	45.908	47.315	30.208	47.958	46.883	26.688	24.542	3.71794
3742237528.313	47.000	44.000	27.193	31.075	28.245	46.711	46.370	47.817	30.262	48.493	47.372	26.678	24.494	3.71769
3742237530.341	48.000	45.000	27.197	31.175	28.229	47.209	46.831	48.318	30.327	48.995	47.828	26.707	24.530	3.71743
