20220719_125628 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3741072990.492	30.000	30.000	27.284	29.889	29.474	30.286	30.522	30.294	29.575	30.188	30.189	26.795	25.147	4.16435
3741072992.486	30.000	30.000	27.286	29.887	29.476	30.232	30.538	30.231	29.575	30.110	30.227	26.800	25.147	4.16436
3741072994.567	30.000	30.000	27.283	29.886	29.473	30.480	30.861	30.545	29.573	30.516	30.784	26.809	25.104	4.16435
3741072996.481	30.000	30.000	27.285	29.889	29.471	31.044	31.492	31.261	29.605	31.365	31.676	26.800	25.022	4.16433
3741072998.595	30.000	30.000	27.284	29.893	29.448	31.831	32.260	32.124	29.576	32.461	32.748	26.794	24.704	4.16432
3741073000.458	30.000	30.000	27.285	29.902	29.411	32.638	33.068	33.039	29.579	33.508	33.745	26.812	24.585	4.16430
3741073002.497	32.000	31.000	27.287	29.916	29.356	33.508	33.929	34.011	29.585	34.567	34.745	26.780	24.484	4.16427
3741073004.502	32.000	31.000	27.284	29.946	29.300	34.419	34.771	34.960	29.588	35.574	35.683	26.766	24.493	4.16423
3741073006.488	34.000	33.000	27.281	29.951	29.207	35.213	35.588	35.875	29.599	36.518	36.561	26.763	24.748	4.16419
3741073008.503	34.000	33.000	27.284	29.978	29.128	36.016	36.363	36.741	29.610	37.397	37.373	26.758	24.912	4.16413
3741073010.494	36.000	34.000	27.285	30.011	29.047	36.815	37.125	37.594	29.627	38.257	38.169	26.752	24.933	4.16409
3741073012.659	36.000	34.000	27.283	30.045	28.960	37.630	37.901	38.460	29.674	39.124	38.964	26.747	24.999	4.16404
3741073014.457	38.000	36.000	27.284	30.085	28.891	38.314	38.550	39.182	29.665	39.843	39.625	26.749	24.989	4.16399
3741073016.482	38.000	36.000	27.285	30.130	28.815	39.043	39.236	39.944	29.690	40.605	40.321	26.748	24.907	4.16395
3741073018.506	40.000	38.000	27.283	30.177	28.745	39.736	39.888	40.671	29.713	41.325	40.979	26.779	24.939	4.16390
3741073020.539	40.000	38.000	27.282	30.229	28.677	40.426	40.534	41.385	29.742	42.039	41.633	26.762	24.900	4.16384
3741073022.508	41.000	39.000	27.281	30.299	28.634	41.108	41.161	42.044	29.772	42.695	42.231	26.754	24.899	4.16379
3741073024.440	41.000	39.000	27.283	30.343	28.566	41.691	41.720	42.691	29.809	43.342	42.822	26.740	24.890	4.16373
3741073026.452	43.000	40.000	27.283	30.408	28.511	42.318	42.304	43.333	29.845	43.981	43.405	26.753	24.848	4.16368
3741073028.497	43.000	40.000	27.281	30.477	28.463	42.923	42.870	43.953	29.888	44.601	43.977	26.752	24.846	4.16363
3741073030.456	44.000	41.000	27.285	30.550	28.438	43.549	43.441	44.543	29.931	45.190	44.515	26.753	24.793	4.16358
3741073032.635	44.000	41.000	27.282	30.629	28.375	44.110	43.975	45.162	29.977	45.806	45.078	26.742	24.704	4.16352
3741073034.478	45.000	42.000	27.284	30.702	28.341	44.628	44.459	45.689	30.023	46.336	45.562	26.740	24.691	4.16347
3741073036.465	45.000	42.000	27.282	30.784	28.302	45.170	44.967	46.238	30.073	46.885	46.068	26.736	24.665	4.16343
3741073038.512	45.000	44.000	27.284	30.870	28.272	45.701	45.463	46.776	30.125	47.424	46.564	26.739	24.733	4.16338
3741073040.506	46.000	44.000	27.282	30.957	28.245	46.207	45.937	47.288	30.181	47.935	47.034	26.743	24.643	4.16333
3741073042.487	46.000	44.000	27.284	31.048	28.222	46.705	46.403	47.790	30.239	48.438	47.499	26.739	24.532	4.16327
3741073044.441	47.000	44.000	27.285	31.142	28.198	47.187	46.857	48.277	30.301	48.926	47.952	26.738	24.618	4.16323
3741073046.454	48.000	45.000	27.285	31.240	28.177	47.672	47.313	48.765	30.363	49.416	48.405	26.736	24.675	4.16319
3741073048.498	48.000	45.000	27.283	31.337	28.157	48.125	47.753	49.221	30.423	49.869	48.840	26.764	24.666	4.16315
3741073050.484	49.000	46.000	27.285	31.440	28.144	48.465	48.176	49.542	30.493	50.157	49.261	26.735	24.635	4.16310
3741073052.458	49.000	46.000	27.288	31.545	28.133	48.655	48.595	49.689	30.562	50.227	49.676	26.737	24.646	4.16307
3741073054.471	49.000	47.000	27.286	31.647	28.118	48.711	49.004	49.692	30.632	50.137	50.085	26.735	24.699	4.16303
3741073056.450	49.000	47.000	27.283	31.754	28.106	48.713	49.404	49.637	30.701	50.004	50.485	26.732	24.697	4.16300
3741073058.453	49.000	48.000	27.286	31.866	28.097	48.725	49.798	49.598	30.777	49.926	50.879	26.734	24.674	4.16296
3741073060.503	49.000	48.000	27.287	31.975	28.090	48.771	50.177	49.607	30.852	49.927	51.257	26.729	24.751	4.16294
3741073062.554	49.000	49.000	27.282	32.088	28.080	48.861	50.568	49.668	30.928	50.001	51.650	26.744	24.719	4.16291
3741073064.477	49.000	49.000	27.285	32.196	28.079	48.974	50.878	49.756	31.005	50.107	51.930	26.742	24.822	4.16288
3741073066.459	49.000	49.000	27.286	32.306	28.074	49.075	51.090	49.833	31.080	50.189	52.055	26.747	24.649	4.16286
3741073068.511	49.000	49.000	27.283	32.422	28.072	49.136	51.169	49.861	31.159	50.208	52.002	26.739	24.509	4.16284
3741073070.457	49.000	50.000	27.285	32.533	28.075	49.157	51.140	49.845	31.236	50.171	51.835	26.735	24.644	4.16283
3741073072.559	49.000	50.000	27.287	32.651	28.087	49.167	51.028	49.822	31.323	50.128	51.588	26.725	24.819	4.16281
3741073074.474	49.000	50.000	27.284	32.752	28.098	49.181	50.898	49.809	31.394	50.110	51.371	26.717	24.923	4.16280
3741073076.474	49.000	50.000	27.283	32.862	28.118	49.212	50.784	49.817	31.473	50.122	51.208	26.713	25.006	4.16280
3741073078.449	49.000	50.000	27.284	32.970	28.146	49.264	50.713	49.854	31.556	50.169	51.128	26.723	25.066	4.16277
3741073080.504	49.000	50.000	27.284	33.080	28.173	49.309	50.690	49.884	31.633	50.206	51.122	26.736	25.010	4.16277
3741073082.493	49.000	50.000	27.288	33.194	28.206	49.354	50.729	49.910	31.715	50.231	51.191	26.748	24.929	4.16277
3741073084.521	49.000	49.000	27.286	33.300	28.233	49.392	50.804	49.935	31.794	50.255	51.299	26.756	24.873	4.16276
3741073086.485	49.000	49.000	27.286	33.403	28.257	49.420	50.895	49.950	31.872	50.267	51.414	26.752	24.829	4.16276
3741073088.458	49.000	49.000	27.286	33.509	28.279	49.443	50.982	49.955	31.949	50.267	51.503	26.729	24.788	4.16275
3741073090.593	49.000	49.000	27.287	33.618	28.300	49.464	51.048	49.963	32.033	50.273	51.551	26.743	24.780	4.16275
3741073092.505	49.000	50.000	27.286	33.721	28.318	49.486	51.079	49.974	32.109	50.283	51.554	26.753	24.762	4.16275
3741073094.517	49.000	50.000	27.286	33.825	28.338	49.512	51.085	49.989	32.186	50.295	51.520	26.746	24.762	4.16275
3741073096.516	49.000	50.000	27.286	33.924	28.354	49.536	51.067	50.002	32.263	50.310	51.469	26.744	24.719	4.16274
3741073098.457	49.000	50.000	27.290	34.028	28.377	49.563	51.050	50.019	32.340	50.326	51.424	26.745	24.986	4.16274
3741073100.530	49.000	50.000	27.289	34.133	28.396	49.588	51.031	50.039	32.420	50.342	51.387	26.754	25.167	4.16273
3741073102.504	49.000	50.000	27.292	34.231	28.419	49.608	51.020	50.050	32.497	50.350	51.364	26.767	25.227	4.16274
3741073104.464	50.000	50.000	27.291	34.328	28.439	49.621	51.027	50.053	32.573	50.350	51.372	26.770	25.226	4.16273
3741073106.552	50.000	50.000	27.288	34.425	28.454	49.628	51.043	50.053	32.644	50.346	51.391	26.765	25.183	4.16274
3741073108.504	50.000	50.000	27.287	34.522	28.478	49.641	51.069	50.056	32.722	50.346	51.417	26.753	25.076	4.16274
3741073110.486	50.000	50.000	27.290	34.617	28.500	49.653	51.095	50.062	32.795	50.350	51.443	26.738	24.898	4.16273
3741073112.489	50.000	50.000	27.289	34.711	28.518	49.667	51.123	50.070	32.870	50.356	51.466	26.746	24.675	4.16273
3741073114.546	50.000	50.000	27.294	34.812	28.539	49.683	51.140	50.081	32.949	50.367	51.472	26.758	24.557	4.16273
3741073116.495	50.000	50.000	27.290	34.897	28.553	49.694	51.140	50.085	33.015	50.370	51.453	26.765	24.630	4.16273
3741073118.595	50.000	50.000	27.292	34.998	28.574	49.712	51.142	50.097	33.095	50.382	51.444	26.763	24.621	4.16273
3741073120.516	50.000	50.000	27.292	35.081	28.590	49.725	51.142	50.106	33.159	50.388	51.434	26.747	24.572	4.16273
3741073122.459	50.000	50.000	27.291	35.168	28.604	49.738	51.143	50.117	33.229	50.396	51.429	26.735	24.638	4.16273
3741073124.456	50.000	50.000	27.291	35.257	28.621	49.752	51.149	50.127	33.299	50.405	51.429	26.741	24.659	4.16273
3741073126.510	50.000	50.000	27.292	35.347	28.642	49.771	51.160	50.141	33.370	50.419	51.436	26.733	24.645	4.16272
3741073128.482	50.000	50.000	27.289	35.432	28.658	49.783	51.166	50.151	33.439	50.427	51.438	26.734	24.694	4.16273
3741073130.518	50.000	50.000	27.293	35.521	28.680	49.799	51.182	50.164	33.511	50.436	51.448	26.733	24.801	4.16272
3741073132.440	50.000	50.000	27.291	35.602	28.694	49.803	51.189	50.162	33.577	50.432	51.450	26.736	24.813	4.16273
3741073134.542	50.000	50.000	27.291	35.691	28.713	49.799	51.198	50.152	33.647	50.413	51.451	26.748	24.682	4.16273
3741073136.490	50.000	50.000	27.291	35.771	28.730	49.796	51.204	50.142	33.711	50.399	51.455	26.753	24.594	4.16272
3741073138.480	50.000	50.000	27.291	35.853	28.748	49.804	51.208	50.148	33.781	50.405	51.449	26.740	24.668	4.16273
3741073140.526	50.000	50.000	27.291	35.933	28.765	49.820	51.200	50.162	33.846	50.423	51.430	26.731	24.746	4.16273
3741073142.501	50.000	50.000	27.293	36.015	28.784	49.839	51.196	50.181	33.911	50.444	51.416	26.731	24.826	4.16273
3741073144.471	50.000	50.000	27.294	36.095	28.800	49.854	51.193	50.189	33.975	50.451	51.405	26.727	24.827	4.16273
3741073146.509	50.000	50.000	27.292	36.170	28.811	49.851	51.189	50.185	34.038	50.440	51.400	26.726	24.724	4.16272
3741073148.500	50.000	50.000	27.294	36.249	28.828	49.850	51.201	50.179	34.102	50.429	51.414	26.756	24.723	4.16272
3741073150.487	50.000	50.000	27.294	36.325	28.846	49.850	51.222	50.174	34.166	50.421	51.440	26.765	24.790	4.16273
3741073152.486	50.000	50.000	27.297	36.405	28.866	49.853	51.246	50.175	34.233	50.419	51.468	26.752	24.727	4.16273
3741073154.451	50.000	50.000	27.293	36.474	28.878	49.856	51.257	50.177	34.290	50.423	51.473	26.763	24.614	4.16273
3741073156.482	50.000	50.000	27.293	36.548	28.894	49.871	51.260	50.189	34.352	50.437	51.467	26.787	24.580	4.16273
3741073158.479	50.000	50.000	27.292	36.619	28.908	49.876	51.261	50.192	34.410	50.437	51.458	26.776	24.507	4.16273
3741073160.521	50.000	50.000	27.290	36.690	28.921	49.875	51.260	50.184	34.470	50.426	51.451	26.755	24.470	4.16272
3741073162.515	50.000	50.000	27.292	36.767	28.938	49.879	51.267	50.187	34.534	50.425	51.454	26.749	24.581	4.16271
3741073164.437	50.000	50.000	27.292	36.836	28.952	49.881	51.268	50.185	34.592	50.422	51.450	26.747	24.582	4.16272
3741073166.499	50.000	50.000	27.292	36.905	28.967	49.884	51.268	50.186	34.651	50.422	51.448	26.757	24.698	4.16273
3741073168.500	50.000	50.000	27.288	36.971	28.981	49.888	51.271	50.190	34.708	50.428	51.447	26.780	24.777	4.16273
3741073170.479	50.000	50.000	27.290	37.043	28.999	49.897	51.274	50.196	34.768	50.431	51.446	26.786	24.823	4.16272
3741073172.539	50.000	50.000	27.290	37.110	29.014	49.901	51.279	50.197	34.825	50.431	51.452	26.766	24.738	4.16273
3741073174.506	50.000	50.000	27.291	37.176	29.030	49.905	51.286	50.198	34.883	50.430	51.455	26.749	24.794	4.16272
3741073176.436	50.000	50.000	27.289	37.239	29.042	49.906	51.293	50.198	34.935	50.427	51.461	26.741	24.773	4.16273
3741073178.495	50.000	50.000	27.290	37.304	29.056	49.908	51.298	50.199	34.990	50.426	51.463	26.743	24.783	4.16272
3741073180.662	50.000	50.000	27.290	37.374	29.069	49.913	51.302	50.199	35.050	50.428	51.465	26.732	24.665	4.16272
3741073182.468	50.000	50.000	27.290	37.433	29.083	49.919	51.308	50.205	35.101	50.429	51.465	26.733	24.708	4.16272
3741073184.502	50.000	50.000	27.292	37.497	29.097	49.924	51.305	50.208	35.155	50.433	51.454	26.748	24.623	4.16272
3741073186.452	50.000	50.000	27.290	37.557	29.111	49.928	51.297	50.209	35.207	50.435	51.438	26.749	24.630	4.16272
3741073188.492	50.000	50.000	27.287	37.615	29.121	49.931	51.287	50.209	35.259	50.436	51.424	26.742	24.560	4.16272
3741073190.492	50.000	50.000	27.286	37.676	29.134	49.934	51.281	50.213	35.311	50.435	51.413	26.741	24.606	4.16272
3741073192.499	50.000	50.000	27.288	37.738	29.147	49.941	51.282	50.218	35.364	50.439	51.415	26.745	24.519	4.16272
