20220728_193806 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3741874688.901	10.000	11.000	27.495	15.321	32.346	10.238	9.900	10.198	16.593	9.860	9.412	26.976	24.914	3.82761
3741874690.882	10.000	11.000	27.491	15.316	32.338	10.862	9.897	10.960	16.590	10.820	9.409	26.976	25.017	3.82760
3741874692.950	10.000	11.000	27.491	15.317	32.338	11.874	9.901	12.152	16.589	12.276	9.410	26.973	25.186	3.82758
3741874694.924	10.000	11.000	27.492	15.324	32.346	13.025	10.107	13.481	16.592	13.816	9.792	26.952	25.148	3.82755
3741874697.033	10.000	11.000	27.492	15.334	32.328	14.296	10.932	14.925	16.598	15.416	11.053	26.947	25.168	3.82751
3741874699.149	14.000	11.000	27.494	15.352	32.286	15.547	12.129	16.326	16.605	16.908	12.677	26.948	25.158	3.82744
3741874700.884	14.000	11.000	27.491	15.370	32.212	16.596	13.279	17.487	16.613	18.116	14.109	26.945	25.172	3.82739
3741874702.990	14.000	13.000	27.492	15.400	32.079	17.820	14.698	18.826	16.627	19.484	15.764	26.926	25.177	3.82731
3741874705.293	19.000	13.000	27.491	15.443	31.881	19.120	16.250	20.238	16.645	20.906	17.475	26.928	25.125	3.82722
3741874707.029	19.000	13.000	27.491	15.482	31.722	20.064	17.378	21.248	16.665	21.919	18.677	26.932	25.038	3.82714
3741874709.108	19.000	13.000	27.491	15.532	31.523	21.141	18.663	22.393	16.688	23.062	20.017	26.938	25.038	3.82705
3741874710.885	19.000	18.000	27.492	15.584	31.361	22.068	19.761	23.373	16.716	24.036	21.143	26.918	24.921	3.82697
3741874712.989	23.000	18.000	27.494	15.652	31.168	23.110	20.982	24.464	16.750	25.121	22.384	26.902	24.980	3.82687
3741874715.083	23.000	18.000	27.494	15.729	31.000	24.131	22.163	25.526	16.789	26.177	23.575	26.890	25.086	3.82677
3741874716.922	23.000	18.000	27.491	15.795	30.850	24.978	23.137	26.403	16.825	27.051	24.554	26.917	25.159	3.82668
3741874718.932	23.000	22.000	27.490	15.877	30.693	25.855	24.174	27.295	16.870	27.931	25.593	26.960	25.231	3.82660
3741874720.927	27.000	22.000	27.489	15.967	30.539	26.503	25.181	27.908	16.922	28.467	26.599	26.970	25.085	3.82652
3741874723.006	27.000	22.000	27.490	16.065	30.396	26.856	26.163	28.180	16.978	28.590	27.582	26.950	25.107	3.82644
3741874724.851	27.000	25.000	27.490	16.157	30.278	26.982	27.031	28.210	17.035	28.468	28.452	26.989	25.071	3.82637
3741874726.900	27.000	25.000	27.491	16.262	30.162	27.024	27.915	28.147	17.096	28.269	29.310	27.019	24.987	3.82630
3741874728.953	28.000	25.000	27.489	16.366	30.045	27.061	28.553	28.097	17.160	28.149	29.792	26.977	24.995	3.82625
3741874731.058	28.000	25.000	27.488	16.479	29.936	27.143	28.876	28.107	17.230	28.136	29.841	26.963	24.967	3.82620
3741874732.923	28.000	28.000	27.491	16.581	29.856	27.257	28.928	28.167	17.296	28.201	29.634	26.946	25.034	3.82615
3741874734.860	28.000	28.000	27.485	16.687	29.774	27.393	28.844	28.256	17.364	28.305	29.320	26.933	25.118	3.82613
3741874737.265	28.000	28.000	27.489	16.821	29.710	27.555	28.635	28.366	17.452	28.425	28.900	26.977	25.099	3.82611
3741874738.916	28.000	28.000	27.485	16.907	29.674	27.644	28.463	28.421	17.507	28.485	28.626	26.969	25.048	3.82609
3741874740.884	28.000	28.000	27.487	17.019	29.654	27.748	28.287	28.485	17.587	28.548	28.389	26.950	24.983	3.82607
3741874742.925	28.000	28.000	27.486	17.131	29.649	27.831	28.167	28.531	17.660	28.589	28.258	26.961	24.915	3.82607
3741874744.913	28.000	28.000	27.485	17.240	29.647	27.897	28.098	28.562	17.739	28.612	28.195	26.946	25.024	3.82606
3741874746.879	28.000	28.000	27.485	17.347	29.650	27.957	28.093	28.594	17.816	28.640	28.224	26.962	25.028	3.82606
3741874749.020	28.000	28.000	27.482	17.466	29.653	28.020	28.152	28.629	17.895	28.675	28.324	26.966	24.967	3.82606
3741874751.107	28.000	28.000	27.482	17.578	29.648	28.082	28.253	28.669	17.977	28.716	28.462	26.945	25.102	3.82606
3741874752.910	28.000	28.000	27.484	17.678	29.648	28.134	28.352	28.700	18.048	28.747	28.576	26.948	25.153	3.82605
3741874755.034	28.000	28.000	27.482	17.792	29.641	28.177	28.454	28.719	18.130	28.760	28.675	26.931	25.238	3.82606
3741874756.861	28.000	28.000	27.481	17.891	29.623	28.211	28.516	28.735	18.200	28.776	28.714	26.931	25.245	3.82606
3741874759.058	28.000	28.000	27.480	18.008	29.610	28.255	28.561	28.761	18.286	28.800	28.728	26.985	25.210	3.82606
3741874761.066	28.000	28.000	27.481	18.114	29.595	28.294	28.586	28.783	18.362	28.819	28.724	26.958	25.092	3.82607
3741874762.873	28.000	28.000	27.480	18.213	29.581	28.322	28.599	28.796	18.435	28.830	28.710	26.945	25.088	3.82608
3741874764.916	28.000	28.000	27.481	18.318	29.569	28.350	28.606	28.808	18.512	28.836	28.698	26.942	25.002	3.82609
3741874766.851	28.000	28.000	27.481	18.423	29.557	28.376	28.618	28.823	18.591	28.850	28.696	26.937	24.940	3.82610
