20220725_172833 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	BoxTop	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3741607715.694	30.000	30.000	28.132	30.016	29.693	30.066	30.419	30.060	29.790	29.957	30.069	27.646	26.289	3.94710
3741607717.700	30.000	30.000	28.134	30.017	29.698	30.257	30.694	30.304	29.776	30.260	30.577	27.644	26.259	3.94710
3741607719.684	30.000	30.000	28.131	30.016	29.693	30.791	31.282	30.939	29.774	31.071	31.463	27.649	26.261	3.94711
3741607721.677	30.000	30.000	28.136	30.020	29.680	31.538	32.052	31.806	29.775	32.124	32.486	27.656	26.316	3.94711
3741607723.651	30.000	31.000	28.136	30.028	29.649	32.378	32.904	32.760	29.794	33.226	33.528	27.652	26.363	3.94712
3741607725.701	32.000	31.000	28.135	30.036	29.595	33.254	33.763	33.743	29.797	34.309	34.506	27.648	26.335	3.94713
3741607727.715	34.000	32.000	28.132	30.051	29.531	34.134	34.600	34.715	29.784	35.346	35.461	27.643	26.320	3.94715
3741607729.679	34.000	32.000	28.134	30.073	29.465	34.965	35.415	35.623	29.809	36.286	36.298	27.650	26.223	3.94716
3741607731.693	35.000	34.000	28.133	30.097	29.392	35.782	36.196	36.511	29.821	37.193	37.132	27.665	26.134	3.94717
3741607733.666	35.000	34.000	28.134	30.125	29.316	36.582	36.952	37.368	29.837	38.058	37.913	27.668	26.120	3.94720
3741607735.692	37.000	35.000	28.135	30.162	29.242	37.361	37.685	38.200	29.855	38.894	38.660	27.655	26.191	3.94722
3741607737.718	37.000	35.000	28.132	30.201	29.165	38.121	38.401	39.005	29.872	39.698	39.386	27.649	26.172	3.94725
3741607739.667	39.000	36.000	28.133	30.242	29.100	38.827	39.061	39.748	29.895	40.439	40.040	27.644	26.196	3.94727
3741607741.713	39.000	38.000	28.134	30.289	29.034	39.527	39.714	40.478	29.921	41.167	40.712	27.647	26.175	3.94730
3741607743.674	40.000	38.000	28.131	30.341	28.973	40.204	40.346	41.185	29.948	41.871	41.348	27.647	26.173	3.94733
3741607745.687	40.000	39.000	28.132	30.396	28.916	40.866	40.947	41.871	29.964	42.555	41.965	27.645	26.094	3.94736
3741607747.717	41.000	39.000	28.134	30.457	28.862	41.519	41.568	42.548	30.016	43.230	42.557	27.651	26.067	3.94738
3741607749.679	42.000	40.000	28.133	30.520	28.815	42.128	42.115	43.175	30.037	43.857	43.123	27.664	26.092	3.94742
3741607751.722	42.000	40.000	28.132	30.585	28.768	42.729	42.669	43.791	30.074	44.471	43.676	27.671	26.015	3.94745
3741607753.671	44.000	41.000	28.132	30.655	28.728	43.315	43.228	44.392	30.132	45.071	44.232	27.662	26.017	3.94749
3741607755.682	44.000	41.000	28.135	30.731	28.694	43.892	43.756	44.980	30.180	45.659	44.761	27.653	26.051	3.94753
3741607757.694	45.000	42.000	28.134	30.811	28.662	44.457	44.278	45.556	30.230	46.236	45.284	27.647	25.977	3.94757
3741607759.702	45.000	42.000	28.134	30.890	28.632	44.998	44.762	46.107	30.262	46.786	45.768	27.658	25.934	3.94761
3741607761.699	46.000	43.000	28.132	30.972	28.600	45.523	45.244	46.639	30.313	47.319	46.262	27.653	25.946	3.94765
3741607763.666	46.000	44.000	28.135	31.063	28.575	46.038	45.736	47.160	30.386	47.839	46.738	27.643	25.882	3.94769
3741607765.719	47.000	44.000	28.133	31.153	28.552	46.548	46.194	47.677	30.428	48.357	47.195	27.634	25.973	3.94773
3741607767.644	48.000	45.000	28.135	31.245	28.531	47.032	46.641	48.167	30.487	48.845	47.641	27.627	25.998	3.94778
3741607769.683	48.000	45.000	28.133	31.341	28.511	47.526	47.097	48.664	30.551	49.346	48.111	27.626	26.048	3.94783
3741607771.703	48.000	45.000	28.131	31.438	28.493	47.986	47.544	49.127	30.629	49.807	48.541	27.622	26.053	3.94787
3741607773.685	48.000	45.000	28.134	31.540	28.482	48.350	47.967	49.473	30.696	50.123	48.960	27.619	26.060	3.94792
3741607775.714	49.000	46.000	28.135	31.645	28.469	48.561	48.390	49.641	30.767	50.216	49.367	27.612	26.009	3.94797
3741607777.656	49.000	46.000	28.133	31.749	28.454	48.633	48.791	49.651	30.835	50.131	49.783	27.610	25.902	3.94802
3741607779.659	49.000	47.000	28.133	31.855	28.442	48.639	49.195	49.595	30.907	49.991	50.185	27.615	25.936	3.94807
3741607781.696	49.000	48.000	28.130	31.960	28.429	48.644	49.566	49.545	30.960	49.896	50.573	27.614	25.948	3.94811
3741607783.671	49.000	48.000	28.133	32.070	28.424	48.690	49.950	49.550	31.040	49.888	50.946	27.617	25.888	3.94815
3741607785.706	49.000	48.000	28.132	32.181	28.416	48.772	50.337	49.602	31.129	49.947	51.336	27.612	25.900	3.94820
3741607787.685	49.000	48.000	28.131	32.291	28.409	48.887	50.699	49.693	31.204	50.056	51.684	27.607	25.968	3.94825
3741607789.662	49.000	49.000	28.133	32.405	28.405	48.997	50.996	49.777	31.267	50.153	51.977	27.610	25.969	3.94829
3741607791.702	49.000	49.000	28.129	32.514	28.398	49.073	51.204	49.821	31.360	50.190	52.073	27.621	26.006	3.94834
3741607793.696	49.000	50.000	28.131	32.628	28.397	49.120	51.267	49.832	31.439	50.183	52.012	27.637	25.937	3.94838
3741607795.687	49.000	50.000	28.128	32.737	28.396	49.135	51.225	49.814	31.517	50.145	51.835	27.637	25.918	3.94842
3741607797.636	49.000	50.000	28.133	32.852	28.408	49.160	51.126	49.811	31.601	50.129	51.621	27.631	26.033	3.94845
3741607799.646	49.000	50.000	28.132	32.962	28.417	49.195	50.998	49.818	31.678	50.137	51.401	27.623	26.072	3.94850
3741607801.682	49.000	50.000	28.130	33.072	28.433	49.235	50.892	49.839	31.758	50.161	51.273	27.613	26.131	3.94853
3741607803.683	49.000	50.000	28.133	33.180	28.457	49.277	50.831	49.863	31.838	50.188	51.204	27.617	26.133	3.94857
3741607805.679	49.000	50.000	28.131	33.289	28.481	49.319	50.797	49.891	31.904	50.216	51.188	27.621	26.052	3.94860
3741607807.657	49.000	49.000	28.133	33.397	28.506	49.361	50.841	49.917	31.997	50.244	51.245	27.619	25.996	3.94863
3741607809.639	49.000	49.000	28.132	33.504	28.529	49.399	50.912	49.940	32.079	50.269	51.363	27.615	26.095	3.94866
3741607811.672	49.000	49.000	28.133	33.612	28.552	49.427	50.998	49.952	32.158	50.276	51.466	27.624	26.074	3.94869
3741607813.726	49.000	49.000	28.130	33.718	28.570	49.450	51.067	49.962	32.235	50.280	51.533	27.627	26.080	3.94872
3741607815.688	49.000	50.000	28.132	33.825	28.589	49.475	51.119	49.977	32.318	50.293	51.566	27.621	25.997	3.94873
3741607817.671	49.000	50.000	28.134	33.927	28.607	49.503	51.144	49.992	32.397	50.307	51.561	27.613	25.865	3.94876
3741607819.654	49.000	50.000	28.134	34.031	28.624	49.529	51.147	50.005	32.474	50.320	51.535	27.608	25.812	3.94879
3741607821.637	49.000	50.000	28.132	34.132	28.637	49.553	51.135	50.021	32.551	50.333	51.480	27.610	25.919	3.94882
3741607823.700	49.000	50.000	28.133	34.236	28.659	49.576	51.112	50.034	32.627	50.344	51.445	27.612	25.940	3.94884
3741607825.693	49.000	50.000	28.131	34.335	28.674	49.590	51.071	50.038	32.687	50.344	51.384	27.618	25.966	3.94886
3741607827.682	49.000	50.000	28.132	34.437	28.697	49.607	51.083	50.047	32.782	50.347	51.391	27.622	26.019	3.94887
3741607829.672	49.000	50.000	28.137	34.537	28.718	49.624	51.095	50.055	32.860	50.354	51.409	27.622	26.053	3.94890
3741607831.660	49.000	50.000	28.136	34.633	28.737	49.637	51.112	50.062	32.935	50.359	51.429	27.622	26.009	3.94891
3741607833.688	49.000	50.000	28.133	34.727	28.754	49.650	51.133	50.066	33.008	50.362	51.449	27.615	25.986	3.94892
3741607835.699	49.000	50.000	28.134	34.826	28.774	49.669	51.157	50.080	33.085	50.374	51.468	27.613	25.946	3.94894
3741607837.679	49.000	50.000	28.134	34.917	28.791	49.684	51.179	50.091	33.155	50.383	51.485	27.608	25.862	3.94896
3741607839.689	49.000	50.000	28.135	35.011	28.809	49.705	51.200	50.106	33.230	50.399	51.499	27.607	25.860	3.94897
3741607841.673	49.000	50.000	28.136	35.104	28.826	49.725	51.188	50.120	33.288	50.412	51.488	27.607	25.888	3.94899
3741607843.693	49.000	50.000	28.135	35.196	28.842	49.740	51.199	50.132	33.373	50.422	51.451	27.607	25.891	3.94900
3741607845.714	50.000	50.000	28.135	35.286	28.860	49.760	51.195	50.148	33.448	50.437	51.454	27.612	25.967	3.94902
3741607847.676	50.000	50.000	28.136	35.375	28.876	49.768	51.178	50.152	33.502	50.436	51.427	27.610	26.051	3.94903
3741607849.714	50.000	50.000	28.138	35.466	28.896	49.771	51.178	50.144	33.572	50.419	51.420	27.608	26.058	3.94903
3741607851.659	50.000	50.000	28.136	35.551	28.910	49.767	51.195	50.134	33.657	50.405	51.431	27.608	26.116	3.94904
3741607853.685	50.000	50.000	28.139	35.640	28.931	49.774	51.185	50.137	33.730	50.405	51.433	27.608	26.011	3.94906
3741607855.687	49.000	50.000	28.136	35.723	28.945	49.787	51.187	50.150	33.780	50.424	51.417	27.606	26.014	3.94906
3741607857.657	49.000	50.000	28.139	35.808	28.963	49.812	51.212	50.170	33.864	50.447	51.437	27.607	26.040	3.94907
3741607859.711	50.000	50.000	28.135	35.887	28.976	49.825	51.213	50.184	33.928	50.459	51.436	27.607	26.090	3.94909
3741607861.669	50.000	50.000	28.139	35.974	28.996	49.836	51.211	50.190	33.984	50.461	51.431	27.607	26.023	3.94908
3741607863.686	50.000	50.000	28.138	36.053	29.011	49.836	51.219	50.184	34.049	50.402	51.418	27.576	26.024	3.94909
3741607865.682	50.000	50.000	28.138	36.134	29.027	49.836	51.245	50.180	34.130	50.439	51.439	27.612	26.048	3.94911
3741607867.653	50.000	50.000	28.139	36.214	29.043	49.838	51.240	50.177	34.180	50.434	51.465	27.613	26.097	3.94912
3741607869.713	50.000	50.000	28.137	36.292	29.059	49.837	51.252	50.175	34.244	50.431	51.459	27.615	26.071	3.94912
3741607871.683	50.000	50.000	28.139	36.371	29.074	49.843	51.266	50.176	34.308	50.428	51.469	27.620	26.092	3.94913
3741607873.712	50.000	50.000	28.138	36.446	29.088	49.845	51.275	50.173	34.371	50.427	51.476	27.615	26.166	3.94914
3741607875.661	50.000	50.000	28.138	36.520	29.100	49.848	51.301	50.174	34.447	50.425	51.482	27.612	26.260	3.94913
3741607877.672	50.000	50.000	28.139	36.598	29.117	49.856	51.286	50.179	34.495	50.428	51.485	27.614	26.288	3.94914
3741607879.700	50.000	50.000	28.139	36.671	29.131	49.871	51.296	50.195	34.558	50.400	51.438	27.616	26.246	3.94915
3741607881.672	50.000	50.000	28.141	36.745	29.147	49.893	51.288	50.214	34.636	50.471	51.451	27.621	26.224	3.94916
3741607883.707	50.000	50.000	28.142	36.818	29.161	49.899	51.280	50.220	34.695	50.471	51.439	27.619	26.176	3.94916
