20230721_151455 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3772790097.330	25.000	25.000	25.397	25.156	25.020	24.971	25.347	24.987	25.278	24.828	24.978	25.426	25.723	3.99811
3772790099.376	25.000	25.000	25.398	25.153	25.012	24.968	25.335	24.984	25.273	24.824	24.963	25.426	25.630	3.99812
3772790101.388	25.000	25.000	25.398	25.153	25.005	24.969	25.328	24.984	25.272	24.825	24.956	25.421	25.655	3.99812
3772790103.372	25.000	25.000	25.402	25.153	25.005	24.971	25.328	24.989	25.277	24.829	24.956	25.427	25.586	3.99812
3772790105.357	25.000	25.000	25.402	25.156	25.006	24.974	25.330	24.988	25.276	24.830	24.963	25.422	25.570	3.99811
3772790107.332	25.000	25.000	25.401	25.157	25.010	24.971	25.336	24.988	25.275	24.828	24.972	25.423	25.601	3.99811
3772790109.386	25.000	25.000	25.399	25.155	25.016	24.971	25.343	24.986	25.275	24.826	24.984	25.424	25.631	3.99812
3772790111.373	25.000	25.000	25.392	25.153	25.138	25.097	25.576	25.036	25.273	25.020	25.374	25.418	25.625	3.99812
3772790113.359	25.000	25.000	25.349	25.152	25.580	25.565	26.206	25.292	25.274	25.710	26.269	25.392	25.646	3.99812
3772790115.373	25.000	25.000	25.272	25.154	26.236	26.247	27.059	25.738	25.275	26.671	27.350	25.336	25.675	3.99813
3772790117.353	26.000	26.000	25.185	25.158	26.990	27.026	27.997	26.303	25.278	27.700	28.449	25.266	25.696	3.99815
3772790119.374	26.000	26.000	25.104	25.160	27.781	27.834	28.953	26.928	25.279	28.714	29.506	25.193	25.679	3.99817
3772790121.389	26.000	26.000	25.041	25.172	28.591	28.655	29.907	27.595	25.285	29.690	30.516	25.131	25.560	3.99819
3772790123.345	26.000	26.000	24.996	25.186	29.363	29.432	30.801	28.248	25.295	30.578	31.433	25.080	25.607	3.99822
3772790125.401	26.000	26.000	24.967	25.207	30.131	30.202	31.679	28.913	25.308	31.435	32.319	25.038	25.633	3.99826
3772790127.355	26.000	26.000	24.943	25.228	30.880	30.948	32.523	29.570	25.323	32.250	33.161	25.008	25.606	3.99831
3772790129.378	26.000	26.000	24.925	25.253	31.615	31.679	33.341	30.225	25.339	33.033	33.970	24.984	25.625	3.99835
3772790131.384	26.000	26.000	24.914	25.284	32.328	32.387	34.131	30.871	25.358	33.787	34.750	24.968	25.556	3.99839
3772790133.352	26.000	26.000	24.906	25.319	33.009	33.060	34.873	31.490	25.382	34.494	35.480	24.953	25.495	3.99843
3772790135.403	26.000	26.000	24.902	25.357	33.677	33.719	35.598	32.106	25.404	35.183	36.192	24.948	25.562	3.99848
3772790137.355	26.000	26.000	24.899	25.402	34.331	34.360	36.299	32.712	25.434	35.849	36.881	24.939	25.633	3.99853
3772790139.374	35.000	35.000	24.900	25.452	34.970	34.989	36.981	33.310	25.465	36.497	37.550	24.941	25.696	3.99858
3772790141.371	35.000	35.000	24.895	25.502	35.590	35.600	37.639	33.897	25.496	37.129	38.198	24.940	25.816	3.99862
3772790143.383	35.000	35.000	24.899	25.560	36.196	36.197	38.274	34.474	25.535	37.740	38.822	24.938	26.074	3.99867
3772790145.404	35.000	35.000	24.900	25.623	36.783	36.773	38.888	35.035	25.573	38.331	39.426	24.943	25.858	3.99872
3772790147.356	35.000	35.000	24.908	25.692	37.357	37.335	39.486	35.586	25.618	38.905	40.013	24.946	25.750	3.99877
3772790149.385	35.000	35.000	24.907	25.756	37.914	37.880	40.063	36.126	25.660	39.461	40.584	24.946	25.851	3.99882
3772790151.347	35.000	35.000	24.913	25.833	38.462	38.418	40.631	36.660	25.710	40.006	41.141	24.949	25.822	3.99887
3772790153.356	35.000	35.000	24.918	25.913	39.005	38.949	41.189	37.187	25.757	40.542	41.691	24.954	25.730	3.99892
3772790155.389	35.000	35.000	24.925	25.996	39.532	39.464	41.729	37.701	25.812	41.065	42.223	24.961	25.656	3.99897
3772790157.351	35.000	35.000	24.932	26.082	40.044	39.961	42.250	38.201	25.871	41.569	42.740	24.968	25.637	3.99900
3772790159.393	35.000	35.000	24.938	26.170	40.546	40.451	42.763	38.694	25.927	42.062	43.245	24.973	25.607	3.99906
3772790161.343	41.000	41.000	24.945	26.265	41.035	40.929	43.261	39.176	25.987	42.542	43.736	24.979	25.607	3.99910
3772790163.362	41.000	41.000	24.951	26.362	41.525	41.405	43.756	39.660	26.051	43.022	44.225	24.983	25.626	3.99915
3772790165.391	41.000	41.000	24.952	26.456	41.991	41.859	44.228	40.121	26.110	43.477	44.692	24.989	25.580	3.99920
3772790167.347	41.000	41.000	24.965	26.564	42.452	42.309	44.693	40.577	26.184	43.927	45.150	24.997	25.619	3.99925
3772790169.399	41.000	41.000	24.965	26.665	42.902	42.746	45.146	41.023	26.246	44.366	45.597	25.002	25.614	3.99929
3772790171.358	41.000	41.000	24.975	26.775	43.346	43.177	45.592	41.463	26.318	44.795	46.038	25.008	25.510	3.99933
3772790173.347	41.000	41.000	24.981	26.882	43.780	43.596	46.027	41.893	26.390	45.216	46.470	25.012	25.449	3.99938
3772790175.426	41.000	41.000	24.987	26.998	44.214	44.018	46.463	42.325	26.465	45.636	46.901	25.021	25.471	3.99943
3772790177.377	41.000	41.000	24.998	27.114	44.627	44.416	46.875	42.731	26.543	46.033	47.308	25.028	25.386	3.99948
3772790179.387	41.000	41.000	25.004	27.234	45.034	44.815	47.285	43.139	26.620	46.429	47.710	25.036	25.262	3.99952
3772790181.338	41.000	41.000	25.011	27.351	45.429	45.198	47.679	43.532	26.698	46.811	48.104	25.042	25.265	3.99957
3772790183.334	46.000	46.000	25.019	27.477	45.826	45.584	48.076	43.928	26.780	47.191	48.493	25.047	25.346	3.99962
3772790185.373	46.000	46.000	25.023	27.599	46.214	45.958	48.463	44.316	26.861	47.566	48.875	25.053	25.364	3.99967
3772790187.366	46.000	46.000	25.030	27.724	46.585	46.318	48.832	44.685	26.945	47.923	49.241	25.060	25.356	3.99971
3772790189.341	46.000	46.000	25.039	27.855	46.959	46.680	49.204	45.057	27.032	48.283	49.608	25.068	25.668	3.99975
3772790191.357	46.000	46.000	25.047	27.986	47.324	47.032	49.569	45.421	27.120	48.633	49.966	25.076	25.781	3.99980
3772790193.330	46.000	46.000	25.057	28.119	47.684	47.381	49.926	45.782	27.208	48.976	50.320	25.085	25.876	3.99985
3772790195.341	46.000	46.000	25.065	28.254	48.034	47.717	50.273	46.129	27.296	49.308	50.662	25.089	25.923	3.99990
3772790197.377	46.000	46.000	25.071	28.389	48.376	48.049	50.612	46.469	27.388	49.638	50.998	25.097	25.973	3.99994
3772790199.363	46.000	46.000	25.076	28.526	48.717	48.379	50.950	46.809	27.478	49.963	51.331	25.104	26.107	3.99999
3772790201.364	46.000	46.000	25.084	28.660	49.041	48.693	51.265	47.135	27.570	50.275	51.635	25.110	26.157	4.00003
3772790203.346	46.000	46.000	25.098	28.804	49.318	49.001	51.512	47.460	27.668	50.574	51.830	25.118	26.074	4.00007
3772790205.336	50.000	50.000	25.113	28.942	49.490	49.231	51.625	47.735	27.759	50.764	51.850	25.127	25.877	4.00012
3772790207.374	50.000	50.000	25.140	29.086	49.565	49.363	51.626	47.946	27.858	50.812	51.745	25.145	25.852	4.00016
3772790209.388	50.000	50.000	25.170	29.230	49.565	49.400	51.549	48.079	27.956	50.741	51.577	25.164	25.693	4.00020
3772790211.373	50.000	50.000	25.205	29.371	49.543	49.404	51.466	48.167	28.052	50.650	51.441	25.195	25.738	4.00024
3772790213.350	50.000	50.000	25.230	29.509	49.528	49.416	51.400	48.233	28.146	50.595	51.354	25.221	26.109	4.00028
3772790215.341	50.000	50.000	25.250	29.649	49.536	49.459	51.370	48.313	28.243	50.606	51.328	25.242	26.077	4.00032
3772790217.383	50.000	50.000	25.265	29.791	49.571	49.530	51.378	48.408	28.340	50.665	51.353	25.258	25.930	4.00036
3772790219.375	50.000	50.000	25.272	29.933	49.629	49.606	51.409	48.509	28.436	50.732	51.400	25.270	25.820	4.00039
3772790221.347	50.000	50.000	25.278	30.071	49.694	49.670	51.454	48.602	28.532	50.779	51.452	25.279	25.728	4.00042
3772790223.379	50.000	50.000	25.281	30.207	49.756	49.707	51.493	48.678	28.626	50.787	51.495	25.290	25.673	4.00044
3772790225.351	50.000	50.000	25.289	30.347	49.812	49.733	51.522	48.741	28.723	50.775	51.517	25.298	25.546	4.00048
3772790227.373	50.000	50.000	25.296	30.483	49.849	49.751	51.531	48.792	28.818	50.766	51.511	25.312	25.511	4.00051
3772790229.392	50.000	50.000	25.306	30.623	49.875	49.773	51.529	48.842	28.914	50.764	51.494	25.323	25.516	4.00053
3772790231.348	50.000	50.000	25.316	30.758	49.894	49.798	51.522	48.891	29.009	50.771	51.476	25.334	25.761	4.00056
3772790233.397	50.000	50.000	25.326	30.887	49.901	49.820	51.507	48.933	29.101	50.775	51.449	25.343	25.706	4.00059
3772790235.349	50.000	50.000	25.336	31.022	49.919	49.845	51.502	48.978	29.196	50.785	51.444	25.348	25.705	4.00061
3772790237.368	50.000	50.000	25.344	31.154	49.941	49.873	51.509	49.021	29.290	50.800	51.452	25.356	25.562	4.00063
