20230727_051229 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3773272351.300	9.000	10.000	25.447	13.891	10.036	10.197	10.078	10.396	15.355	9.885	9.637	25.328	23.743	3.85417
3773272353.275	9.000	10.000	25.449	13.892	10.033	10.192	10.074	10.393	15.353	9.879	9.634	25.329	23.741	3.85418
3773272355.248	9.000	10.000	25.453	13.895	10.036	10.199	10.078	10.396	15.357	9.890	9.644	25.331	23.736	3.85417
3773272357.220	9.000	10.000	25.447	13.895	10.193	10.366	10.385	10.470	15.358	10.141	10.166	25.327	23.723	3.85417
3773272359.271	9.000	10.000	25.378	13.895	10.777	10.979	11.239	10.816	15.358	11.039	11.381	25.284	23.683	3.85417
3773272361.283	9.000	10.000	25.242	13.899	11.679	11.912	12.424	11.442	15.360	12.344	12.883	25.195	23.750	3.85414
3773272363.283	12.000	11.000	25.096	13.899	12.658	12.913	13.651	12.184	15.360	13.661	14.316	25.081	23.937	3.85411
3773272365.267	12.000	11.000	24.969	13.907	13.702	13.969	14.920	13.018	15.364	14.978	15.710	24.966	23.846	3.85407
3773272367.259	12.000	11.000	24.864	13.918	14.762	15.033	16.178	13.898	15.370	16.245	17.038	24.866	23.660	3.85402
3773272369.302	12.000	11.000	24.790	13.940	15.821	16.093	17.413	14.800	15.385	17.457	18.300	24.778	23.588	3.85396
3773272371.296	12.000	11.000	24.730	13.961	16.849	17.116	18.594	15.700	15.400	18.601	19.488	24.712	23.580	3.85391
3773272373.266	12.000	11.000	24.691	13.993	17.832	18.093	19.703	16.567	15.420	19.664	20.594	24.655	23.591	3.85386
3773272375.297	12.000	11.000	24.663	14.030	18.799	19.048	20.786	17.437	15.445	20.696	21.661	24.616	23.681	3.85381
3773272377.259	12.000	11.000	24.641	14.071	19.740	19.978	21.827	18.292	15.471	21.685	22.685	24.588	23.703	3.85376
3773272379.289	12.000	11.000	24.627	14.120	20.664	20.889	22.839	19.141	15.503	22.646	23.677	24.563	23.599	3.85371
3773272381.306	12.000	11.000	24.613	14.172	21.570	21.783	23.825	19.984	15.538	23.583	24.643	24.547	23.666	3.85366
3773272383.277	12.000	11.000	24.608	14.232	22.425	22.623	24.745	20.783	15.575	24.457	25.544	24.537	23.657	3.85361
