20230817_075622 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3775096584.074	10.000	9.000	25.427	14.008	10.023	10.175	10.071	10.367	15.533	9.868	9.648	25.406	24.726	3.53155
3775096586.080	10.000	9.000	25.430	14.010	10.032	10.182	10.080	10.374	15.538	9.877	9.657	25.408	24.793	3.53155
3775096588.089	10.000	9.000	25.426	14.007	10.030	10.180	10.079	10.374	15.534	9.874	9.657	25.405	24.998	3.53154
3775096590.069	10.000	9.000	25.427	14.009	10.035	10.176	10.084	10.373	15.537	9.867	9.661	25.408	25.015	3.53154
3775096592.101	10.000	9.000	25.427	14.010	10.037	10.169	10.085	10.368	15.537	9.859	9.663	25.409	25.036	3.53155
3775096594.016	10.000	9.000	25.425	14.008	10.033	10.163	10.078	10.363	15.535	9.851	9.651	25.407	24.812	3.53155
3775096596.048	10.000	9.000	25.424	14.007	10.138	10.359	10.305	10.455	15.537	10.154	10.049	25.403	24.703	3.53154
3775096598.089	10.000	9.000	25.371	14.008	10.663	11.005	11.097	10.842	15.534	11.106	11.197	25.363	24.646	3.53149
3775096600.037	10.000	9.000	25.259	14.012	11.481	11.895	12.184	11.460	15.540	12.352	12.601	25.282	24.483	3.53142
3775096602.098	12.000	11.000	25.112	14.012	12.470	12.928	13.431	12.238	15.537	13.709	14.078	25.176	24.384	3.53131
3775096604.033	12.000	11.000	24.988	14.026	13.502	13.980	14.689	13.082	15.549	15.016	15.480	25.070	24.416	3.53120
3775096606.055	12.000	11.000	24.882	14.041	14.570	15.054	15.960	13.974	15.559	16.287	16.831	24.972	24.463	3.53108
3775096608.109	12.000	11.000	24.803	14.061	15.629	16.106	17.194	14.876	15.574	17.491	18.103	24.885	24.568	3.53095
3775096610.042	12.000	11.000	24.743	14.081	16.619	17.087	18.330	15.735	15.585	18.583	19.251	24.815	24.634	3.53080
3775096612.099	12.000	11.000	24.698	14.112	17.622	18.076	19.464	16.617	15.604	19.659	20.383	24.760	24.610	3.53066
3775096614.061	12.000	11.000	24.663	14.146	18.582	19.022	20.541	17.477	15.625	20.680	21.450	24.716	24.638	3.53051
3775096616.046	12.000	11.000	24.644	14.192	19.532	19.957	21.590	18.337	15.656	21.673	22.482	24.688	24.712	3.53035
3775096618.086	12.000	11.000	24.623	14.240	20.454	20.865	22.601	19.184	15.687	22.629	23.473	24.663	24.710	3.53020
3775096620.077	12.000	11.000	24.612	14.295	21.333	21.727	23.553	19.998	15.723	23.530	24.405	24.643	24.662	3.53005
3775096622.081	12.000	11.000	24.602	14.356	22.198	22.576	24.486	20.808	15.762	24.415	25.322	24.630	24.658	3.52990
3775096624.029	24.000	23.000	24.599	14.425	23.034	23.394	25.378	21.594	15.806	25.260	26.197	24.624	24.683	3.52975
3775096626.041	24.000	23.000	24.594	14.498	23.869	24.214	26.265	22.389	15.856	26.104	27.070	24.616	24.674	3.52960
3775096628.074	24.000	23.000	24.589	14.576	24.681	25.005	27.118	23.162	15.904	26.916	27.907	24.612	24.730	3.52945
3775096630.074	24.000	23.000	24.594	14.663	25.454	25.762	27.930	23.909	15.961	27.691	28.704	24.612	24.764	3.52930
3775096632.074	24.000	23.000	24.593	14.754	26.225	26.474	28.725	24.636	16.019	28.393	29.475	24.611	24.723	3.52915
3775096634.062	24.000	23.000	24.602	14.852	26.877	26.976	29.342	25.233	16.084	28.797	29.987	24.624	24.731	3.52901
3775096636.030	24.000	23.000	24.626	14.958	27.328	27.255	29.677	25.667	16.152	28.886	30.122	24.648	24.636	3.52889
3775096638.039	24.000	23.000	24.672	15.064	27.546	27.370	29.742	25.956	16.222	28.786	29.956	24.689	24.471	3.52880
3775096640.078	24.000	23.000	24.741	15.174	27.594	27.415	29.627	26.150	16.293	28.649	29.635	24.744	24.512	3.52872
3775096642.057	24.000	23.000	24.818	15.287	27.550	27.462	29.434	26.313	16.366	28.569	29.303	24.792	24.580	3.52864
3775096644.071	24.000	23.000	24.885	15.398	27.497	27.542	29.270	26.471	16.439	28.583	29.083	24.838	24.653	3.52858
3775096646.044	28.000	29.000	24.939	15.516	27.483	27.659	29.175	26.644	16.514	28.666	28.987	24.871	24.671	3.52853
3775096648.033	28.000	29.000	24.970	15.632	27.525	27.788	29.162	26.821	16.589	28.774	29.009	24.898	24.822	3.52847
3775096650.070	28.000	29.000	24.985	15.750	27.628	27.904	29.231	26.992	16.670	28.860	29.129	24.916	24.770	3.52840
3775096652.088	28.000	29.000	24.986	15.871	27.769	27.994	29.347	27.140	16.746	28.910	29.287	24.930	24.753	3.52836
3775096654.078	28.000	29.000	24.987	15.987	27.916	28.063	29.464	27.264	16.824	28.936	29.422	24.948	24.701	3.52830
3775096656.060	28.000	29.000	24.984	16.106	28.048	28.121	29.559	27.375	16.902	28.954	29.511	24.964	24.676	3.52827
3775096658.050	28.000	29.000	24.989	16.225	28.143	28.171	29.611	27.473	16.980	28.967	29.537	24.980	24.726	3.52823
3775096660.080	28.000	29.000	25.002	16.345	28.210	28.221	29.629	27.566	17.062	28.986	29.524	24.997	24.647	3.52820
3775096662.110	28.000	29.000	25.016	16.465	28.247	28.272	29.620	27.652	17.141	29.008	29.484	25.010	24.649	3.52817
3775096664.065	28.000	29.000	25.033	16.581	28.274	28.321	29.606	27.733	17.218	29.037	29.452	25.018	24.533	3.52814
3775096666.088	28.000	29.000	25.051	16.700	28.302	28.374	29.597	27.814	17.297	29.072	29.433	25.031	24.471	3.52811
3775096668.052	29.000	29.000	25.063	16.816	28.328	28.420	29.589	27.887	17.374	29.099	29.422	25.041	24.493	3.52808
3775096670.079	29.000	29.000	25.074	16.935	28.360	28.457	29.596	27.953	17.456	29.114	29.431	25.049	24.583	3.52806
3775096672.096	29.000	29.000	25.083	17.053	28.405	28.490	29.620	28.010	17.536	29.124	29.466	25.059	24.566	3.52804
3775096674.050	29.000	29.000	25.090	17.166	28.456	28.523	29.656	28.064	17.615	29.140	29.505	25.070	24.594	3.52803
3775096676.104	29.000	29.000	25.091	17.279	28.506	28.557	29.687	28.116	17.692	29.159	29.538	25.077	24.646	3.52801
3775096678.052	29.000	29.000	25.096	17.393	28.544	28.591	29.704	28.168	17.769	29.180	29.545	25.082	24.779	3.52800
3775096680.076	29.000	29.000	25.103	17.504	28.576	28.624	29.714	28.215	17.846	29.201	29.549	25.090	24.934	3.52798
3775096682.085	29.000	29.000	25.112	17.617	28.603	28.651	29.720	28.260	17.924	29.216	29.545	25.098	24.847	3.52797
3775096684.057	29.000	29.000	25.121	17.727	28.618	28.674	29.715	28.298	17.997	29.218	29.528	25.104	24.838	3.52796
3775096686.107	29.000	29.000	25.130	17.835	28.633	28.693	29.711	28.332	18.072	29.225	29.520	25.112	24.824	3.52794
3775096688.054	29.000	29.000	25.143	17.946	28.652	28.716	29.717	28.367	18.153	29.236	29.526	25.122	24.902	3.52794
3775096690.078	29.000	29.000	25.148	18.052	28.679	28.735	29.734	28.397	18.225	29.243	29.551	25.127	24.827	3.52793
3775096692.076	29.000	29.000	25.154	18.159	28.712	28.757	29.758	28.428	18.299	29.256	29.577	25.134	24.618	3.52792
3775096694.083	29.000	29.000	25.156	18.263	28.743	28.777	29.780	28.457	18.373	29.269	29.601	25.140	24.547	3.52791
3775096696.090	29.000	29.000	25.159	18.363	28.773	28.801	29.796	28.486	18.444	29.285	29.612	25.146	24.535	3.52790
3775096698.062	29.000	29.000	25.168	18.465	28.792	28.824	29.803	28.516	18.514	29.299	29.608	25.149	24.560	3.52790
3775096700.083	29.000	29.000	25.173	18.567	28.808	28.847	29.807	28.546	18.586	29.317	29.607	25.157	24.561	3.52789
3775096702.025	29.000	29.000	25.180	18.663	28.822	28.869	29.811	28.573	18.657	29.331	29.609	25.159	24.574	3.52788
3775096704.045	29.000	29.000	25.188	18.766	28.841	28.893	29.819	28.602	18.729	29.345	29.616	25.167	24.581	3.52788
3775096706.087	29.000	29.000	25.195	18.865	28.859	28.909	29.828	28.627	18.802	29.353	29.624	25.172	24.625	3.52787
3775096708.049	29.000	29.000	25.200	18.961	28.878	28.921	29.837	28.646	18.871	29.353	29.631	25.181	24.685	3.52787
3775096710.103	29.000	29.000	25.208	19.058	28.896	28.935	29.850	28.663	18.942	29.359	29.642	25.188	24.652	3.52787
3775096712.027	29.000	29.000	25.211	19.148	28.912	28.945	29.858	28.679	19.007	29.362	29.648	25.191	24.645	3.52786
3775096714.051	29.000	29.000	25.214	19.242	28.928	28.960	29.868	28.697	19.076	29.372	29.658	25.196	24.542	3.52786
3775096716.091	29.000	29.000	25.216	19.333	28.945	28.976	29.879	28.717	19.141	29.381	29.667	25.201	24.429	3.52786
3775096718.050	29.000	29.000	25.222	19.422	28.963	28.990	29.890	28.734	19.206	29.391	29.677	25.203	24.385	3.52786
3775096720.101	29.000	29.000	25.224	19.510	28.981	29.004	29.901	28.750	19.272	29.399	29.690	25.209	24.417	3.52785
3775096722.070	29.000	29.000	25.229	19.600	29.000	29.019	29.916	28.770	19.338	29.408	29.701	25.213	24.486	3.52784
3775096724.051	29.000	29.000	25.231	19.686	29.015	29.032	29.924	28.786	19.402	29.416	29.708	25.214	24.505	3.52784
3775096726.098	29.000	29.000	25.237	19.775	29.027	29.049	29.926	28.804	19.469	29.425	29.702	25.218	24.610	3.52784
3775096728.072	29.000	29.000	25.241	19.858	29.034	29.061	29.924	28.819	19.531	29.434	29.696	25.221	24.677	3.52784
3775096730.077	29.000	29.000	25.245	19.939	29.038	29.073	29.921	28.832	19.590	29.442	29.689	25.223	24.760	3.52784
3775096732.024	29.000	29.000	25.250	20.022	29.048	29.092	29.927	28.850	19.654	29.454	29.695	25.226	24.790	3.52784
3775096734.038	29.000	29.000	25.255	20.105	29.065	29.105	29.942	28.865	19.716	29.465	29.715	25.228	24.813	3.52783
3775096736.072	29.000	29.000	25.255	20.186	29.083	29.118	29.957	28.879	19.776	29.471	29.733	25.233	24.788	3.52783
3775096738.085	29.000	29.000	25.259	20.265	29.101	29.132	29.974	28.896	19.837	29.483	29.751	25.236	24.639	3.52783
3775096740.072	29.000	29.000	25.262	20.345	29.120	29.148	29.983	28.912	19.899	29.491	29.757	25.240	24.632	3.52782
3775096742.056	29.000	29.000	25.270	20.424	29.131	29.162	29.988	28.928	19.959	29.502	29.754	25.244	24.658	3.52782
3775096744.032	29.000	29.000	25.272	20.501	29.138	29.175	29.989	28.941	20.017	29.511	29.752	25.248	24.729	3.52782
3775096746.041	29.000	29.000	25.278	20.577	29.145	29.189	29.992	28.955	20.077	29.520	29.751	25.251	24.697	3.52782
3775096748.084	29.000	29.000	25.280	20.651	29.154	29.200	29.994	28.969	20.133	29.527	29.753	25.254	24.548	3.52782
3775096750.080	29.000	29.000	25.281	20.724	29.159	29.204	29.995	28.977	20.192	29.525	29.753	25.255	24.467	3.52782
3775096752.080	29.000	29.000	25.287	20.797	29.171	29.207	30.005	28.983	20.248	29.516	29.763	25.261	24.466	3.52782
3775096754.046	29.000	29.000	25.287	20.865	29.185	29.203	30.018	28.984	20.301	29.504	29.783	25.262	24.438	3.52781
3775096756.031	29.000	29.000	25.288	20.939	29.207	29.217	30.038	28.997	20.360	29.520	29.805	25.266	24.511	3.52781
3775096758.073	29.000	29.000	25.290	21.007	29.219	29.230	30.046	29.006	20.412	29.531	29.809	25.268	24.449	3.52781
3775096760.090	29.000	29.000	25.295	21.080	29.230	29.247	30.051	29.023	20.470	29.548	29.810	25.272	24.608	3.52781
3775096762.065	29.000	29.000	25.299	21.147	29.239	29.260	30.055	29.037	20.524	29.558	29.811	25.274	24.686	3.52781
3775096764.056	29.000	29.000	25.304	21.214	29.248	29.270	30.060	29.047	20.576	29.563	29.812	25.279	24.767	3.52781
3775096766.035	29.000	29.000	25.308	21.280	29.254	29.267	30.060	29.051	20.628	29.551	29.811	25.282	24.708	3.52781
3775096768.082	29.000	29.000	25.313	21.349	29.265	29.269	30.064	29.055	20.683	29.544	29.815	25.287	24.717	3.52780
3775096770.099	29.000	29.000	25.313	21.412	29.267	29.274	30.066	29.063	20.734	29.550	29.815	25.290	24.642	3.52780
3775096772.060	29.000	29.000	25.318	21.477	29.275	29.292	30.072	29.077	20.787	29.569	29.820	25.290	24.685	3.52780
3775096774.075	29.000	29.000	25.318	21.539	29.281	29.308	30.074	29.089	20.837	29.584	29.821	25.289	24.733	3.52780
3775096776.048	29.000	29.000	25.321	21.601	29.291	29.317	30.082	29.099	20.888	29.590	29.830	25.293	24.780	3.52780
3775096778.075	29.000	29.000	25.319	21.662	29.301	29.317	30.089	29.105	20.936	29.583	29.837	25.296	24.726	3.52780
3775096780.092	29.000	29.000	25.325	21.727	29.314	29.320	30.099	29.110	20.991	29.577	29.848	25.297	24.712	3.52780
3775096782.054	29.000	29.000	25.326	21.786	29.323	29.327	30.106	29.116	21.037	29.584	29.854	25.299	24.810	3.52780
3775096784.098	29.000	29.000	25.323	21.844	29.331	29.340	30.111	29.127	21.084	29.598	29.857	25.302	24.805	3.52780
3775096786.052	29.000	29.000	25.331	21.907	29.344	29.361	30.119	29.143	21.136	29.621	29.867	25.305	24.782	3.52780
