20230730_185904 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3773581146.176	9.000	9.000	25.427	13.945	10.041	10.200	10.087	10.396	15.489	9.908	9.664	25.379	24.542	3.81054
3773581148.207	9.000	9.000	25.425	13.944	10.043	10.202	10.088	10.400	15.472	9.911	9.663	25.375	24.457	3.81054
3773581150.205	9.000	9.000	25.428	13.947	10.047	10.215	10.110	10.416	15.490	9.904	9.668	25.378	24.466	3.81054
3773581152.184	9.000	9.000	25.427	13.946	10.046	10.187	10.092	10.392	15.474	9.889	9.668	25.381	24.497	3.81054
3773581154.177	9.000	9.000	25.477	13.995	10.096	10.197	10.111	10.403	15.489	9.912	9.707	25.382	24.457	3.81054
3773581156.162	9.000	9.000	25.469	13.995	10.252	10.343	10.418	10.465	15.490	10.104	10.195	25.380	24.471	3.81054
3773581158.171	9.000	9.000	25.406	13.996	10.835	10.941	11.267	10.801	15.490	11.010	11.430	25.340	24.504	3.81051
3773581160.219	9.000	9.000	25.231	13.950	11.649	11.830	12.400	11.396	15.491	12.226	12.840	25.258	24.532	3.81047
3773581162.230	12.000	11.000	25.128	13.999	12.719	12.878	13.683	12.174	15.493	13.643	14.370	25.151	24.551	3.81039
3773581164.204	12.000	11.000	25.007	13.963	13.694	13.902	14.904	12.976	15.484	14.906	15.700	25.039	24.564	3.81030
3773581166.191	12.000	11.000	24.859	13.976	14.746	14.964	16.153	13.853	15.492	16.172	17.020	24.939	24.590	3.81021
3773581168.170	12.000	11.000	24.831	14.041	15.832	16.022	17.378	14.756	15.522	17.370	18.262	24.856	24.585	3.81011
3773581170.210	12.000	11.000	24.772	14.064	16.856	17.049	18.554	15.649	15.535	18.546	19.476	24.780	24.546	3.81000
3773581172.230	12.000	11.000	24.730	14.095	17.874	18.065	19.707	16.555	15.556	19.657	20.620	24.721	24.508	3.80988
3773581174.208	12.000	11.000	24.701	14.131	18.808	18.998	20.749	17.396	15.579	20.657	21.649	24.677	24.486	3.80976
