20230821_164846 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3775474128.912	25.000	25.000	25.406	25.357	25.056	24.986	25.365	25.016	25.615	24.866	25.013	25.586	28.473	3.37792
3775474130.946	25.000	25.000	25.410	25.362	25.059	24.991	25.370	25.021	25.617	24.873	25.017	25.589	28.445	3.37792
3775474132.936	25.000	25.000	25.409	25.360	25.061	24.991	25.372	25.020	25.616	24.875	25.019	25.590	28.437	3.37793
3775474134.934	25.000	25.000	25.411	25.362	25.064	24.994	25.374	25.021	25.617	24.878	25.025	25.587	28.423	3.37793
3775474136.952	25.000	25.000	25.402	25.356	25.179	25.119	25.604	25.076	25.612	25.074	25.415	25.584	28.414	3.37792
3775474138.929	25.000	25.000	25.367	25.358	25.620	25.594	26.240	25.350	25.614	25.781	26.319	25.560	28.391	3.37789
3775474140.961	25.000	25.000	25.290	25.359	26.271	26.282	27.095	25.816	25.616	26.748	27.403	25.511	28.356	3.37781
3775474142.912	26.000	26.000	25.205	25.364	27.006	27.048	28.015	26.382	25.617	27.758	28.482	25.450	28.363	3.37772
3775474144.932	26.000	26.000	25.124	25.365	27.795	27.862	28.975	27.021	25.618	28.771	29.538	25.382	28.362	3.37759
3775474146.952	26.000	26.000	25.071	25.381	28.587	28.669	29.910	27.686	25.629	29.727	30.525	25.329	28.358	3.37745
3775474148.912	26.000	26.000	25.025	25.394	29.345	29.441	30.792	28.341	25.637	30.608	31.429	25.276	28.337	3.37729
3775474150.959	26.000	26.000	24.991	25.413	30.106	30.214	31.666	29.013	25.649	31.466	32.306	25.236	28.365	3.37712
3775474152.909	26.000	26.000	24.967	25.433	30.834	30.950	32.490	29.668	25.662	32.268	33.126	25.208	28.396	3.37696
3775474154.925	26.000	26.000	24.950	25.460	31.561	31.679	33.301	30.328	25.680	33.051	33.929	25.183	28.458	3.37678
3775474156.953	26.000	26.000	24.936	25.488	32.259	32.379	34.073	30.969	25.697	33.795	34.691	25.166	28.555	3.37659
3775474158.930	26.000	26.000	24.929	25.523	32.934	33.054	34.812	31.595	25.720	34.503	35.416	25.155	28.603	3.37641
3775474160.959	26.000	26.000	24.921	25.564	33.597	33.712	35.530	32.212	25.744	35.192	36.121	25.146	28.631	3.37622
3775474162.924	26.000	26.000	24.925	25.614	34.244	34.356	36.224	32.824	25.777	35.861	36.803	25.141	28.638	3.37602
3775474164.911	35.000	35.000	24.922	25.661	34.873	34.982	36.894	33.422	25.804	36.505	37.460	25.135	28.631	3.37584
3775474166.945	35.000	35.000	24.929	25.720	35.496	35.600	37.553	34.019	25.844	37.142	38.107	25.137	28.663	3.37565
3775474168.941	35.000	35.000	24.927	25.775	36.085	36.185	38.172	34.588	25.879	37.746	38.716	25.139	28.660	3.37546
3775474170.947	35.000	35.000	24.930	25.840	36.668	36.765	38.782	35.156	25.920	38.337	39.313	25.142	28.660	3.37527
3775474172.902	35.000	35.000	24.937	25.909	37.233	37.323	39.370	35.706	25.963	38.906	39.893	25.147	28.647	3.37508
3775474174.899	35.000	35.000	24.942	25.980	37.794	37.877	39.952	36.255	26.010	39.471	40.464	25.148	28.627	3.37490
3775474176.935	35.000	35.000	24.946	26.056	38.343	38.422	40.516	36.795	26.058	40.022	41.019	25.154	28.624	3.37471
3775474178.930	35.000	35.000	24.954	26.137	38.867	38.940	41.052	37.311	26.110	40.546	41.547	25.161	28.619	3.37453
3775474180.916	35.000	35.000	24.956	26.218	39.386	39.453	41.584	37.824	26.162	41.067	42.072	25.163	28.731	3.37435
3775474182.923	35.000	35.000	24.965	26.305	39.895	39.956	42.099	38.329	26.219	41.571	42.581	25.170	28.748	3.37417
3775474184.900	35.000	35.000	24.969	26.395	40.392	40.448	42.607	38.825	26.278	42.070	43.080	25.172	28.645	3.37400
3775474186.904	41.000	41.000	24.976	26.490	40.877	40.928	43.099	39.307	26.338	42.550	43.566	25.180	28.582	3.37383
3775474188.950	41.000	41.000	24.984	26.588	41.353	41.397	43.580	39.781	26.400	43.022	44.044	25.189	28.546	3.37366
3775474190.949	41.000	41.000	24.990	26.692	41.835	41.872	44.065	40.261	26.466	43.498	44.521	25.195	28.612	3.37349
3775474192.931	41.000	41.000	24.998	26.793	42.279	42.307	44.513	40.704	26.533	43.933	44.963	25.201	28.520	3.37333
3775474194.918	41.000	41.000	25.007	26.900	42.729	42.747	44.966	41.154	26.602	44.373	45.409	25.206	28.447	3.37317
3775474196.898	41.000	41.000	25.012	27.008	43.164	43.175	45.401	41.588	26.672	44.799	45.842	25.212	28.431	3.37300
3775474198.927	41.000	41.000	25.023	27.124	43.598	43.603	45.837	42.023	26.748	45.226	46.270	25.221	28.438	3.37285
3775474200.951	41.000	41.000	25.028	27.241	44.030	44.025	46.269	42.458	26.826	45.648	46.699	25.228	28.427	3.37270
3775474202.932	41.000	41.000	25.037	27.355	44.430	44.418	46.669	42.857	26.901	46.038	47.093	25.235	28.435	3.37255
3775474204.923	41.000	41.000	25.042	27.475	44.832	44.811	47.068	43.260	26.978	46.428	47.487	25.240	28.385	3.37240
3775474206.892	41.000	41.000	25.049	27.596	45.228	45.201	47.463	43.658	27.058	46.816	47.875	25.244	28.376	3.37226
3775474208.933	46.000	46.000	25.056	27.718	45.615	45.582	47.847	44.048	27.137	47.195	48.255	25.252	28.373	3.37212
3775474210.940	46.000	46.000	25.066	27.851	46.002	45.962	48.232	44.438	27.223	47.571	48.635	25.261	28.367	3.37197
3775474212.927	46.000	46.000	25.075	27.977	46.373	46.325	48.601	44.810	27.310	47.930	48.997	25.268	28.342	3.37183
