20230719_202851 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3772636133.632	10.000	9.000	25.445	14.163	10.194	10.423	10.378	10.537	15.844	10.207	10.142	25.511	26.980	4.11967
3772636135.694	10.000	9.000	25.379	14.161	10.772	11.037	11.220	10.878	15.843	11.100	11.330	25.468	26.945	4.11966
3772636137.620	10.000	9.000	25.249	14.163	11.624	11.923	12.342	11.465	15.842	12.341	12.760	25.384	26.942	4.11963
3772636139.668	12.000	11.000	25.106	14.171	12.635	12.958	13.609	12.226	15.849	13.699	14.238	25.278	26.966	4.11958
3772636141.653	12.000	11.000	24.976	14.175	13.682	14.015	14.880	13.056	15.852	15.021	15.640	25.164	26.944	4.11954
3772636143.637	12.000	11.000	24.880	14.194	14.741	15.077	16.132	13.929	15.865	16.281	16.966	25.068	26.928	4.11948
3772636145.673	12.000	11.000	24.802	14.210	15.779	16.109	17.340	14.806	15.876	17.465	18.206	24.981	26.925	4.11941
3772636147.645	12.000	11.000	24.743	14.233	16.797	17.120	18.507	15.685	15.892	18.592	19.381	24.918	26.889	4.11934
3772636149.687	12.000	11.000	24.702	14.263	17.799	18.110	19.641	16.564	15.909	19.673	20.511	24.860	26.836	4.11926
3772636151.634	12.000	11.000	24.670	14.298	18.753	19.052	20.706	17.414	15.932	20.687	21.564	24.823	26.864	4.11919
3772636153.637	12.000	11.000	24.646	14.338	19.703	19.986	21.754	18.269	15.959	21.681	22.593	24.792	26.841	4.11911
3772636155.685	12.000	11.000	24.628	14.384	20.621	20.889	22.759	19.108	15.986	22.630	23.583	24.767	26.768	4.11903
3772636157.646	12.000	11.000	24.619	14.439	21.502	21.753	23.715	19.921	16.021	23.537	24.519	24.749	26.797	4.11895
3772636159.684	12.000	11.000	24.609	14.498	22.370	22.603	24.647	20.727	16.062	24.421	25.436	24.738	26.749	4.11886
3772636161.644	24.000	23.000	24.604	14.564	23.211	23.425	25.546	21.516	16.104	25.274	26.314	24.730	26.726	4.11878
3772636163.642	24.000	23.000	24.602	14.636	24.042	24.237	26.423	22.301	16.149	26.112	27.177	24.724	26.769	4.11871
3772636165.678	24.000	23.000	24.599	14.711	24.840	25.020	27.263	23.061	16.195	26.914	28.002	24.722	26.806	4.11863
3772636167.643	24.000	23.000	24.604	14.795	25.617	25.777	28.075	23.805	16.252	27.688	28.800	24.718	26.850	4.11855
3772636169.681	24.000	23.000	24.607	14.887	26.380	26.483	28.862	24.523	16.310	28.389	29.563	24.725	26.872	4.11848
3772636171.639	24.000	23.000	24.612	14.979	27.031	26.987	29.475	25.126	16.372	28.804	30.076	24.734	26.819	4.11840
3772636173.630	24.000	23.000	24.634	15.081	27.475	27.266	29.813	25.575	16.438	28.906	30.220	24.762	26.743	4.11834
3772636175.676	24.000	23.000	24.680	15.182	27.689	27.376	29.881	25.873	16.502	28.805	30.063	24.806	26.865	4.11829
3772636177.666	24.000	23.000	24.749	15.291	27.741	27.423	29.780	26.078	16.574	28.674	29.768	24.859	26.981	4.11824
3772636179.662	24.000	23.000	24.822	15.401	27.702	27.477	29.604	26.247	16.642	28.605	29.457	24.911	27.002	4.11821
3772636181.604	24.000	23.000	24.889	15.507	27.650	27.557	29.439	26.408	16.710	28.616	29.229	24.951	26.992	4.11818
3772636183.620	28.000	29.000	24.945	15.627	27.630	27.681	29.334	26.592	16.787	28.701	29.115	24.986	26.910	4.11814
3772636185.656	28.000	29.000	24.974	15.740	27.659	27.805	29.305	26.771	16.862	28.798	29.113	25.010	26.863	4.11812
3772636187.656	28.000	29.000	24.991	15.855	27.738	27.914	29.343	26.935	16.937	28.876	29.192	25.028	26.853	4.11810
3772636189.634	28.000	29.000	24.994	15.970	27.855	28.004	29.430	27.086	17.014	28.930	29.318	25.043	26.831	4.11808
3772636191.647	28.000	29.000	24.997	16.088	27.989	28.078	29.533	27.219	17.093	28.963	29.440	25.062	26.847	4.11806
3772636193.615	28.000	29.000	24.995	16.206	28.106	28.138	29.613	27.333	17.169	28.980	29.520	25.074	27.153	4.11804
3772636195.652	28.000	29.000	24.998	16.324	28.201	28.196	29.664	27.440	17.248	29.002	29.555	25.092	27.054	4.11803
3772636197.689	28.000	29.000	25.006	16.440	28.267	28.251	29.687	27.536	17.322	29.028	29.554	25.106	26.965	4.11802
3772636199.697	28.000	29.000	25.021	16.564	28.317	28.309	29.693	27.635	17.407	29.060	29.537	25.117	26.935	4.11802
3772636201.644	28.000	29.000	25.037	16.675	28.349	28.352	29.683	27.716	17.480	29.079	29.511	25.129	26.910	4.11801
3772636203.621	28.000	29.000	25.054	16.795	28.381	28.402	29.679	27.797	17.559	29.106	29.497	25.139	26.873	4.11800
3772636205.614	29.000	29.000	25.065	16.910	28.409	28.447	29.676	27.871	17.637	29.129	29.488	25.147	26.864	4.11800
3772636207.652	29.000	29.000	25.075	17.025	28.436	28.486	29.674	27.937	17.714	29.148	29.483	25.155	26.797	4.11799
3772636209.676	29.000	29.000	25.082	17.144	28.467	28.515	29.678	28.000	17.792	29.155	29.490	25.164	27.035	4.11799
3772636211.665	29.000	29.000	25.089	17.256	28.501	28.543	29.691	28.051	17.871	29.161	29.504	25.173	26.918	4.11799
3772636213.642	29.000	29.000	25.096	17.370	28.540	28.572	29.710	28.104	17.948	29.171	29.522	25.182	26.859	4.11800
3772636215.623	29.000	29.000	25.101	17.483	28.574	28.600	29.725	28.150	18.024	29.184	29.534	25.189	26.771	4.11800
3772636217.672	29.000	29.000	25.106	17.595	28.606	28.627	29.739	28.195	18.098	29.201	29.550	25.196	26.825	4.11800
3772636219.655	29.000	29.000	25.114	17.707	28.645	28.662	29.759	28.244	18.177	29.223	29.569	25.202	26.920	4.11799
3772636221.621	29.000	29.000	25.119	17.816	28.679	28.694	29.779	28.289	18.252	29.244	29.589	25.207	26.957	4.11799
3772636223.665	29.000	29.000	25.123	17.924	28.713	28.724	29.798	28.334	18.327	29.265	29.604	25.212	26.933	4.11801
3772636225.636	29.000	29.000	25.130	18.035	28.736	28.754	29.807	28.377	18.403	29.284	29.604	25.219	26.906	4.11801
3772636227.663	29.000	29.000	25.135	18.141	28.756	28.770	29.808	28.408	18.476	29.287	29.597	25.223	26.882	4.11802
3772636229.670	29.000	29.000	25.144	18.250	28.772	28.788	29.809	28.440	18.550	29.289	29.596	25.230	26.801	4.11802
3772636231.631	29.000	29.000	25.148	18.350	28.790	28.803	29.814	28.466	18.620	29.291	29.600	25.235	26.776	4.11803
3772636233.668	29.000	29.000	25.156	18.455	28.808	28.822	29.821	28.494	18.693	29.301	29.607	25.243	26.712	4.11803
3772636235.636	29.000	29.000	25.165	18.560	28.830	28.842	29.833	28.523	18.768	29.311	29.615	25.248	26.923	4.11804
3772636237.661	29.000	29.000	25.167	18.658	28.848	28.855	29.839	28.544	18.836	29.317	29.621	25.251	26.804	4.11805
3772636239.689	29.000	29.000	25.171	18.760	28.868	28.875	29.854	28.571	18.909	29.326	29.634	25.258	26.782	4.11804
