20230718_090004 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3772508406.640	25.000	25.000	25.409	25.097	25.011	24.947	25.308	24.962	25.124	24.815	24.957	25.334	24.794	4.16300
3772508408.643	25.000	25.000	25.401	25.096	25.171	24.996	25.586	24.978	25.124	24.887	25.415	25.331	24.838	4.16300
3772508410.661	25.000	25.000	25.374	25.098	25.648	25.359	26.243	25.159	25.125	25.447	26.370	25.365	24.909	4.16300
3772508412.659	25.000	25.000	25.298	25.100	26.305	25.971	27.087	25.539	25.125	26.324	27.424	25.317	24.806	4.16298
3772508414.683	25.000	26.000	25.212	25.101	27.056	26.717	28.010	26.058	25.127	27.330	28.498	25.246	24.793	4.16296
3772508416.633	26.000	26.000	25.120	25.106	27.829	27.508	28.938	26.651	25.129	28.306	29.487	25.129	24.849	4.16292
3772508418.618	26.000	26.000	25.063	25.119	28.618	28.324	29.870	27.299	25.139	29.291	30.465	25.062	24.821	4.16288
3772508420.656	26.000	26.000	25.020	25.131	29.397	29.129	30.770	27.957	25.144	30.250	31.385	25.003	24.854	4.16284
3772508422.648	26.000	26.000	25.004	25.146	30.133	29.885	31.611	28.596	25.156	31.100	32.262	25.007	24.938	4.16280
3772508424.636	26.000	26.000	24.981	25.168	30.869	30.643	32.441	29.251	25.168	31.930	33.090	24.975	24.951	4.16275
3772508426.632	26.000	26.000	24.964	25.191	31.577	31.370	33.231	29.892	25.184	32.715	33.870	24.948	24.834	4.16270
3772508428.621	26.000	26.000	24.950	25.218	32.274	32.083	33.999	30.530	25.201	33.476	34.626	24.928	24.742	4.16266
3772508430.655	26.000	26.000	24.946	25.255	32.953	32.778	34.741	31.162	25.224	34.207	35.355	24.914	24.767	4.16260
3772508432.674	26.000	26.000	24.924	25.288	33.601	33.438	35.447	31.772	25.245	34.901	36.049	24.904	24.753	4.16255
3772508434.660	26.000	26.000	24.938	25.332	34.252	34.102	36.147	32.389	25.273	35.592	36.738	24.899	24.672	4.16249
3772508436.651	26.000	35.000	24.939	25.379	34.864	34.722	36.798	32.974	25.302	36.232	37.378	24.898	24.693	4.16244
3772508438.621	35.000	35.000	24.939	25.427	35.468	35.336	37.444	33.557	25.333	36.868	38.012	24.895	24.595	4.16238
3772508440.639	35.000	35.000	24.946	25.487	36.069	35.941	38.092	34.136	25.385	37.487	38.632	24.897	24.592	4.16233
3772508442.664	35.000	35.000	24.945	25.544	36.643	36.519	38.679	34.695	25.408	38.081	39.227	24.853	24.563	4.16228
3772508444.652	35.000	35.000	24.949	25.609	37.222	37.100	39.283	35.261	25.447	38.673	39.817	24.903	24.629	4.16222
3772508446.780	35.000	35.000	24.956	25.682	37.800	37.680	39.882	35.829	25.494	39.266	40.410	24.907	24.809	4.16216
3772508448.724	35.000	35.000	24.958	25.751	38.325	38.211	40.427	36.348	25.537	39.802	40.945	24.907	24.778	4.16211
3772508450.616	35.000	35.000	24.964	25.823	38.828	38.713	40.945	36.847	25.585	40.314	41.456	24.916	24.884	4.16206
3772508452.651	35.000	35.000	24.969	25.903	39.346	39.231	41.507	37.409	25.667	40.839	41.982	24.922	24.902	4.16201
3772508454.643	35.000	35.000	24.976	26.002	39.871	39.743	42.002	37.872	25.688	41.354	42.497	24.928	24.938	4.16196
3772508456.643	35.000	35.000	24.987	26.072	40.343	40.226	42.495	38.358	25.745	41.844	42.985	24.933	25.064	4.16191
3772508458.627	35.000	41.000	24.991	26.160	40.825	40.708	42.988	38.842	25.802	42.331	43.471	24.940	24.971	4.16186
3772508460.632	41.000	41.000	24.998	26.254	41.299	41.180	43.471	39.318	25.861	42.805	43.948	24.950	24.999	4.16182
3772508462.657	41.000	41.000	25.005	26.351	41.766	41.644	43.943	39.784	25.924	43.269	44.413	24.956	24.937	4.16177
3772508464.653	41.000	41.000	25.011	26.453	42.233	42.103	44.415	40.250	25.989	43.730	44.880	24.962	24.805	4.16173
3772508466.656	41.000	41.000	25.004	26.553	42.669	42.533	44.858	40.691	26.055	44.161	45.319	24.971	24.832	4.16169
3772508468.763	41.000	41.000	25.027	26.666	43.140	42.994	45.332	41.158	26.129	44.591	45.758	24.931	24.980	4.16164
3772508470.718	41.000	41.000	25.036	26.774	43.562	43.407	45.756	41.580	26.199	45.034	46.207	24.984	25.003	4.16160
3772508472.657	41.000	41.000	25.040	26.879	43.966	43.803	46.162	41.986	26.269	45.430	46.610	24.992	24.913	4.16156
3772508474.668	41.000	41.000	25.050	26.996	44.390	44.219	46.589	42.412	26.344	45.846	47.029	24.998	24.908	4.16152
3772508476.647	41.000	41.000	25.056	27.110	44.786	44.606	46.986	42.810	26.421	46.234	47.424	24.960	25.094	4.16149
3772508478.644	41.000	41.000	25.063	27.226	45.182	44.992	47.383	43.203	26.496	46.618	47.814	25.013	24.922	4.16145
3772508480.637	41.000	46.000	25.069	27.345	45.574	45.372	47.774	43.597	26.574	47.000	48.202	25.018	24.870	4.16142
3772508482.675	46.000	46.000	25.078	27.472	45.963	45.751	48.164	43.987	26.656	47.375	48.586	25.029	24.941	4.16137
3772508484.700	46.000	46.000	25.084	27.596	46.345	46.122	48.546	44.372	26.742	47.747	48.963	25.040	24.919	4.16135
3772508486.686	46.000	46.000	25.090	27.721	46.709	46.479	48.907	44.737	26.822	48.099	49.322	25.043	24.738	4.16131
3772508488.659	46.000	46.000	25.083	27.850	47.068	46.827	49.266	45.097	26.909	48.447	49.676	25.050	24.462	4.16128
3772508490.638	46.000	46.000	25.108	27.981	47.425	47.173	49.621	45.456	26.996	48.791	50.028	25.057	24.524	4.16125
3772508492.663	46.000	46.000	25.114	28.112	47.777	47.514	49.970	45.806	27.083	49.130	50.371	25.066	24.531	4.16123
