20230809_083513 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3774407715.197	25.000	24.000	25.413	24.990	25.022	24.904	25.331	24.919	24.936	24.793	25.008	25.292	23.256	3.71034
3774407717.172	25.000	24.000	25.412	24.991	25.025	24.906	25.334	24.920	24.938	24.796	25.007	25.291	23.275	3.71034
3774407719.205	25.000	24.000	25.412	24.991	25.018	24.904	25.323	24.919	24.936	24.792	24.992	25.290	23.290	3.71034
3774407721.168	25.000	24.000	25.412	24.989	25.011	24.907	25.315	24.920	24.936	24.799	24.982	25.291	23.214	3.71034
3774407723.165	25.000	24.000	25.415	24.990	25.006	24.911	25.310	24.922	24.937	24.802	24.981	25.290	23.335	3.71034
3774407725.215	25.000	24.000	25.408	24.986	25.114	25.028	25.527	24.969	24.933	24.986	25.360	25.286	23.270	3.71033
3774407727.173	25.000	24.000	25.373	24.987	25.550	25.493	26.157	25.235	24.934	25.675	26.262	25.261	23.258	3.71029
3774407729.224	25.000	24.000	25.292	24.990	26.204	26.181	27.017	25.694	24.938	26.646	27.358	25.212	23.276	3.71022
3774407731.167	26.000	26.000	25.202	24.991	26.944	26.948	27.945	26.259	24.937	27.657	28.444	25.143	23.391	3.71011
3774407733.177	26.000	26.000	25.118	24.996	27.743	27.768	28.915	26.897	24.938	28.683	29.518	25.072	23.468	3.70998
3774407735.208	26.000	26.000	25.061	25.010	28.548	28.586	29.870	27.571	24.948	29.654	30.523	25.013	23.474	3.70981
3774407737.164	26.000	26.000	25.012	25.023	29.318	29.363	30.767	28.230	24.956	30.548	31.445	24.959	23.568	3.70965
3774407739.233	26.000	26.000	24.977	25.038	30.094	30.143	31.657	28.909	24.966	31.416	32.341	24.917	23.532	3.70947
3774407741.167	26.000	26.000	24.954	25.061	30.833	30.883	32.493	29.563	24.982	32.222	33.172	24.886	23.556	3.70929
3774407743.154	26.000	26.000	24.937	25.084	31.561	31.611	33.305	30.220	24.997	33.006	33.977	24.861	23.422	3.70910
3774407745.203	26.000	26.000	24.924	25.115	32.277	32.326	34.098	30.877	25.016	33.768	34.758	24.845	23.385	3.70890
3774407747.196	26.000	26.000	24.917	25.150	32.960	33.006	34.844	31.507	25.038	34.486	35.491	24.831	23.337	3.70870
3774407749.210	26.000	26.000	24.914	25.192	33.631	33.673	35.570	32.133	25.064	35.183	36.204	24.826	23.434	3.70850
3774407751.156	26.000	26.000	24.915	25.240	34.275	34.317	36.262	32.743	25.096	35.853	36.884	24.821	23.486	3.70829
3774407753.161	35.000	35.000	24.916	25.287	34.920	34.956	36.950	33.353	25.127	36.515	37.555	24.815	23.417	3.70809
3774407755.212	35.000	35.000	24.914	25.343	35.548	35.580	37.616	33.958	25.161	37.162	38.212	24.820	23.426	3.70789
3774407757.195	35.000	35.000	24.920	25.400	36.140	36.164	38.238	34.525	25.200	37.762	38.821	24.817	23.324	3.70769
3774407759.175	35.000	35.000	24.921	25.462	36.730	36.750	38.856	35.099	25.240	38.362	39.429	24.820	23.316	3.70749
3774407761.177	35.000	35.000	24.922	25.530	37.301	37.316	39.450	35.654	25.282	38.941	40.014	24.822	23.304	3.70730
3774407763.153	35.000	35.000	24.926	25.601	37.867	37.876	40.037	36.208	25.329	39.513	40.591	24.825	23.222	3.70710
3774407765.161	35.000	35.000	24.932	25.677	38.418	38.420	40.605	36.746	25.376	40.064	41.149	24.823	23.197	3.70691
3774407767.196	35.000	35.000	24.939	25.758	38.949	38.947	41.150	37.272	25.428	40.599	41.687	24.834	23.210	3.70672
3774407769.193	35.000	35.000	24.944	25.842	39.487	39.477	41.700	37.805	25.482	41.138	42.227	24.836	23.192	3.70653
3774407771.185	35.000	35.000	24.951	25.930	39.990	39.975	42.213	38.302	25.539	41.641	42.734	24.841	23.232	3.70633
3774407773.171	35.000	35.000	24.958	26.020	40.491	40.468	42.723	38.800	25.598	42.138	43.237	24.847	23.520	3.70615
3774407775.162	42.000	41.000	24.962	26.114	40.979	40.950	43.218	39.285	25.658	42.622	43.723	24.853	23.496	3.70597
3774407777.200	42.000	41.000	24.969	26.210	41.461	41.426	43.707	39.766	25.723	43.102	44.208	24.858	23.431	3.70580
3774407779.205	42.000	41.000	24.975	26.315	41.944	41.902	44.194	40.249	25.790	43.578	44.689	24.866	23.377	3.70562
3774407781.198	42.000	41.000	24.979	26.415	42.391	42.343	44.644	40.697	25.854	44.021	45.132	24.870	23.387	3.70545
3774407783.180	42.000	41.000	24.986	26.520	42.837	42.782	45.094	41.143	25.923	44.462	45.576	24.874	23.251	3.70527
3774407785.158	42.000	41.000	24.996	26.632	43.279	43.221	45.539	41.587	25.996	44.899	46.014	24.882	23.161	3.70509
3774407787.226	42.000	41.000	25.001	26.742	43.716	43.650	45.974	42.026	26.070	45.328	46.444	24.889	23.486	3.70493
3774407789.210	42.000	41.000	25.010	26.858	44.143	44.071	46.401	42.454	26.144	45.748	46.864	24.893	23.393	3.70477
3774407791.173	42.000	41.000	25.017	26.975	44.551	44.472	46.809	42.865	26.221	46.148	47.266	24.903	23.312	3.70461
3774407793.198	42.000	41.000	25.028	27.097	44.959	44.874	47.217	43.277	26.304	46.547	47.670	24.909	23.208	3.70444
3774407795.169	42.000	41.000	25.036	27.219	45.357	45.265	47.614	43.678	26.381	46.937	48.063	24.917	23.247	3.70429
3774407797.197	46.000	46.000	25.046	27.343	45.752	45.650	48.009	44.074	26.466	47.320	48.453	24.926	23.173	3.70413
