20230728_223035 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3773421037.071	10.000	10.000	25.473	13.984	10.051	10.213	10.081	10.409	15.430	9.894	9.641	25.360	24.289	3.83055
3773421039.098	10.000	10.000	25.473	13.987	10.057	10.208	10.090	10.406	15.430	9.887	9.653	25.363	24.150	3.83056
3773421041.038	10.000	10.000	25.471	13.986	10.061	10.205	10.095	10.403	15.429	9.881	9.660	25.365	24.088	3.83056
3773421043.061	10.000	10.000	25.470	13.985	10.062	10.201	10.094	10.399	15.429	9.878	9.656	25.363	24.042	3.83056
3773421045.079	10.000	10.000	25.472	13.984	10.060	10.201	10.090	10.397	15.428	9.878	9.646	25.365	24.105	3.83056
3773421047.046	10.000	10.000	25.472	13.985	10.053	10.204	10.084	10.398	15.429	9.883	9.643	25.369	24.000	3.83056
3773421049.089	10.000	10.000	25.469	13.984	10.209	10.368	10.387	10.473	15.428	10.135	10.161	25.363	23.953	3.83056
3773421051.059	10.000	10.000	25.401	13.984	10.783	10.979	11.231	10.823	15.426	11.028	11.358	25.321	24.004	3.83054
3773421053.077	10.000	10.000	25.265	13.983	11.661	11.894	12.383	11.441	15.425	12.306	12.825	25.233	23.905	3.83049
3773421055.099	12.000	11.000	25.120	13.990	12.664	12.929	13.635	12.215	15.430	13.667	14.290	25.124	23.917	3.83044
3773421057.095	12.000	11.000	24.994	14.001	13.699	13.986	14.891	13.056	15.440	14.984	15.674	25.010	23.989	3.83038
3773421059.086	12.000	11.000	24.894	14.014	14.747	15.046	16.132	13.928	15.449	16.247	16.988	24.912	24.157	3.83031
3773421061.054	12.000	11.000	24.813	14.032	15.783	16.089	17.338	14.815	15.460	17.441	18.226	24.823	24.021	3.83024
3773421063.047	12.000	11.000	24.754	14.055	16.801	17.109	18.504	15.702	15.474	18.578	19.403	24.753	23.941	3.83016
3773421065.080	12.000	11.000	24.713	14.087	17.805	18.112	19.641	16.591	15.495	19.676	20.534	24.700	23.890	3.83007
