20230721_214951 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3772813793.357	10.000	10.000	25.484	14.076	10.068	10.236	10.074	10.442	15.638	9.947	9.652	25.439	25.870	3.99545
3772813795.383	10.000	10.000	25.486	14.078	10.067	10.239	10.071	10.442	15.636	9.948	9.648	25.437	25.682	3.99545
3772813797.378	10.000	10.000	25.484	14.076	10.061	10.236	10.067	10.441	15.635	9.947	9.647	25.437	25.512	3.99545
3772813799.343	10.000	10.000	25.486	14.077	10.064	10.238	10.071	10.444	15.636	9.948	9.648	25.439	25.471	3.99544
3772813801.389	10.000	10.000	25.486	14.079	10.067	10.236	10.072	10.441	15.636	9.947	9.652	25.438	25.765	3.99545
3772813803.343	10.000	10.000	25.483	14.077	10.067	10.235	10.075	10.439	15.638	9.946	9.657	25.439	25.821	3.99545
3772813805.357	10.000	10.000	25.479	14.079	10.197	10.427	10.335	10.524	15.640	10.234	10.101	25.431	25.717	3.99545
3772813807.376	10.000	10.000	25.417	14.078	10.747	11.062	11.146	10.885	15.635	11.163	11.267	25.384	25.590	3.99547
3772813809.331	10.000	10.000	25.295	14.081	11.591	11.960	12.264	11.486	15.640	12.415	12.693	25.298	25.501	3.99551
3772813811.395	12.000	11.000	25.146	14.083	12.593	12.991	13.523	12.250	15.641	13.772	14.174	25.180	25.388	3.99555
3772813813.347	12.000	11.000	25.017	14.094	13.639	14.048	14.795	13.083	15.647	15.086	15.580	25.066	25.368	3.99562
3772813815.357	12.000	11.000	24.913	14.107	14.711	15.120	16.071	13.966	15.657	16.359	16.933	24.965	25.344	3.99571
3772813817.380	12.000	11.000	24.835	14.124	15.761	16.156	17.294	14.850	15.668	17.545	18.188	24.878	25.289	3.99581
3772813819.356	12.000	11.000	24.777	14.148	16.778	17.159	18.463	15.726	15.683	18.663	19.367	24.811	25.202	3.99592
3772813821.396	12.000	11.000	24.732	14.178	17.782	18.145	19.599	16.604	15.702	19.740	20.498	24.756	25.176	3.99604
3772813823.357	12.000	11.000	24.698	14.211	18.747	19.090	20.681	17.460	15.723	20.755	21.567	24.716	25.087	3.99617
3772813825.347	12.000	11.000	24.680	14.256	19.700	20.020	21.736	18.316	15.750	21.743	22.605	24.685	25.119	3.99629
3772813827.401	12.000	11.000	24.659	14.299	20.630	20.928	22.756	19.161	15.782	22.705	23.606	24.658	25.177	3.99644
3772813829.376	12.000	11.000	24.648	14.356	21.515	21.793	23.718	19.976	15.818	23.610	24.550	24.645	25.235	3.99658
