20230802_082933 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3773802575.824	25.000	24.000	25.403	24.995	24.997	24.902	25.301	24.913	24.955	24.804	24.980	25.300	23.583	3.78339
3773802577.839	25.000	24.000	25.400	24.991	24.987	24.898	25.292	24.912	24.952	24.803	24.966	25.298	23.639	3.78339
3773802579.792	25.000	24.000	25.405	24.992	24.983	24.900	25.286	24.913	24.954	24.803	24.963	25.300	23.512	3.78339
3773802581.815	25.000	24.000	25.406	24.993	24.983	24.902	25.290	24.913	24.954	24.803	24.969	25.299	23.502	3.78340
3773802583.788	25.000	24.000	25.407	24.996	24.989	24.902	25.296	24.913	24.956	24.804	24.979	25.302	23.307	3.78340
3773802585.805	25.000	24.000	25.400	24.991	24.990	24.898	25.299	24.912	24.952	24.801	24.984	25.299	23.315	3.78340
3773802587.822	25.000	24.000	25.395	24.989	24.991	24.896	25.301	24.909	24.950	24.798	24.988	25.298	23.334	3.78340
3773802589.786	25.000	24.000	25.399	24.992	25.000	24.898	25.308	24.910	24.952	24.800	24.995	25.298	23.305	3.78340
3773802591.820	25.000	24.000	25.396	24.989	25.000	24.896	25.311	24.909	24.951	24.800	24.996	25.296	23.243	3.78340
3773802593.790	25.000	24.000	25.395	24.990	25.003	24.897	25.328	24.911	24.967	24.799	24.997	25.312	23.210	3.78339
3773802595.804	25.000	24.000	25.396	24.991	25.004	24.899	25.314	24.910	24.953	24.803	25.002	25.298	23.177	3.78339
3773802597.820	25.000	24.000	25.390	24.989	25.129	25.015	25.568	24.959	24.966	24.983	25.409	25.290	23.160	3.78339
3773802599.792	25.000	24.000	25.349	24.987	25.572	25.472	26.201	25.212	24.964	25.662	26.310	25.268	23.197	3.78336
3773802601.841	25.000	24.000	25.268	24.988	26.228	26.154	27.058	25.661	24.966	26.624	27.397	25.230	23.138	3.78331
3773802603.782	26.000	26.000	25.178	25.007	26.990	26.974	28.022	26.273	24.998	27.649	28.488	25.163	23.083	3.78323
3773802605.809	26.000	26.000	25.099	24.998	27.786	27.791	28.984	26.907	25.002	28.668	29.551	25.078	23.056	3.78313
3773802607.809	26.000	26.000	25.032	25.020	28.583	28.605	29.913	27.570	24.990	29.635	30.547	25.025	23.053	3.78302
3773802609.831	26.000	26.000	24.988	25.035	29.373	29.403	30.843	28.243	25.015	30.550	31.486	24.971	23.240	3.78290
3773802611.848	26.000	26.000	24.956	25.054	30.139	30.176	31.721	28.914	25.027	31.411	32.370	24.917	23.257	3.78275
3773802613.799	26.000	26.000	24.932	25.060	30.860	30.870	32.521	29.522	25.012	32.221	33.196	24.900	23.295	3.78261
3773802615.836	26.000	26.000	24.914	25.088	31.592	31.606	33.338	30.184	25.030	33.012	34.002	24.859	23.238	3.78246
3773802617.785	26.000	26.000	24.904	25.133	32.303	32.350	34.120	30.866	25.062	33.752	34.758	24.855	23.349	3.78231
3773802619.789	26.000	26.000	24.897	25.169	32.999	33.045	34.896	31.509	25.104	34.484	35.504	24.843	23.490	3.78215
3773802621.832	26.000	26.000	24.894	25.210	33.671	33.715	35.608	32.137	25.114	35.186	36.219	24.835	23.602	3.78199
3773802623.784	26.000	26.000	24.888	25.249	34.304	34.346	36.305	32.735	25.152	35.845	36.890	24.825	23.619	3.78182
3773802625.836	35.000	35.000	24.892	25.302	34.951	34.988	36.994	33.346	25.189	36.509	37.563	24.826	23.380	3.78164
3773802627.773	35.000	35.000	24.892	25.353	35.561	35.596	37.640	33.930	25.221	37.135	38.200	24.823	23.292	3.78148
3773802629.783	35.000	35.000	24.894	25.415	36.172	36.201	38.283	34.519	25.260	37.758	38.830	24.823	23.161	3.78132
3773802631.828	35.000	35.000	24.895	25.477	36.762	36.788	38.901	35.091	25.301	38.361	39.437	24.828	23.184	3.78115
3773802633.790	35.000	35.000	24.896	25.541	37.328	37.347	39.490	35.642	25.340	38.933	40.018	24.827	23.152	3.78098
3773802635.837	35.000	35.000	24.902	25.612	37.893	37.907	40.076	36.194	25.384	39.502	40.594	24.831	23.208	3.78082
3773802637.797	35.000	35.000	24.907	25.689	38.440	38.444	40.637	36.727	25.436	40.048	41.149	24.836	23.264	3.78066
3773802639.777	35.000	35.000	24.914	25.768	38.976	38.973	41.188	37.254	25.485	40.586	41.690	24.837	23.304	3.78050
3773802641.840	35.000	35.000	24.919	25.849	39.502	39.495	41.729	37.775	25.538	41.113	42.221	24.846	23.355	3.78034
3773802643.824	35.000	35.000	24.930	25.937	40.012	39.997	42.248	38.279	25.595	41.621	42.733	24.852	23.372	3.78018
3773802645.822	35.000	35.000	24.937	26.026	40.509	40.488	42.754	38.772	25.653	42.116	43.234	24.858	23.344	3.78002
3773802647.776	42.000	41.000	24.944	26.121	40.998	40.968	43.249	39.257	25.715	42.601	43.724	24.865	23.225	3.77987
3773802649.771	42.000	41.000	24.950	26.216	41.478	41.441	43.737	39.735	25.775	43.075	44.203	24.872	23.323	3.77973
3773802651.811	42.000	41.000	24.959	26.319	41.955	41.908	44.218	40.210	25.843	43.545	44.676	24.879	23.355	3.77958
3773802653.804	42.000	41.000	24.965	26.418	42.404	42.349	44.670	40.658	25.908	43.987	45.125	24.886	23.421	3.77944
3773802655.809	42.000	41.000	24.970	26.524	42.858	42.796	45.127	41.113	25.976	44.434	45.575	24.891	23.455	3.77931
3773802657.798	42.000	41.000	24.980	26.635	43.296	43.226	45.564	41.551	26.050	44.866	46.007	24.900	23.503	3.77917
3773802659.793	42.000	41.000	24.986	26.745	43.730	43.657	46.001	41.989	26.121	45.294	46.435	24.904	23.579	3.77903
3773802661.784	42.000	41.000	24.996	26.862	44.149	44.071	46.422	42.412	26.197	45.710	46.851	24.916	23.540	3.77891
3773802663.829	42.000	41.000	25.004	26.979	44.563	44.478	46.835	42.828	26.274	46.117	47.260	24.919	23.495	3.77879
3773802665.821	42.000	41.000	25.013	27.100	44.982	44.891	47.254	43.250	26.354	46.529	47.674	24.929	23.460	3.77866
