20230816_171842 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3775043924.088	25.000	24.000	25.420	25.267	25.056	24.958	25.367	24.983	25.450	24.830	25.013	25.496	27.173	3.52177
3775043926.070	25.000	24.000	25.420	25.266	25.058	24.956	25.371	24.984	25.448	24.831	25.019	25.496	27.153	3.52177
3775043928.057	25.000	24.000	25.414	25.266	25.175	25.074	25.597	25.035	25.449	25.012	25.405	25.496	27.183	3.52176
3775043930.051	25.000	24.000	25.375	25.264	25.606	25.529	26.220	25.293	25.447	25.697	26.297	25.470	27.145	3.52174
3775043932.031	25.000	24.000	25.297	25.263	26.254	26.214	27.075	25.755	25.446	26.667	27.383	25.422	27.073	3.52169
3775043934.049	26.000	26.000	25.212	25.269	27.005	26.998	28.012	26.331	25.450	27.703	28.480	25.357	27.002	3.52162
3775043936.088	26.000	26.000	25.134	25.274	27.785	27.807	28.960	26.968	25.454	28.711	29.527	25.291	27.011	3.52154
3775043938.081	26.000	26.000	25.068	25.284	28.591	28.635	29.915	27.647	25.457	29.694	30.535	25.231	27.026	3.52144
3775043940.063	26.000	26.000	25.025	25.299	29.346	29.407	30.795	28.303	25.467	30.573	31.435	25.182	27.044	3.52133
3775043942.053	26.000	26.000	24.991	25.317	30.104	30.177	31.664	28.973	25.480	31.434	32.312	25.142	27.126	3.52122
3775043944.031	26.000	26.000	24.966	25.339	30.841	30.923	32.498	29.635	25.495	32.243	33.140	25.108	27.126	3.52111
3775043946.068	26.000	26.000	24.950	25.365	31.565	31.652	33.308	30.296	25.512	33.029	33.940	25.085	27.138	3.52099
3775043948.097	26.000	26.000	24.939	25.399	32.286	32.380	34.106	30.963	25.533	33.801	34.722	25.067	27.186	3.52087
3775043950.077	26.000	26.000	24.930	25.435	32.948	33.046	34.829	31.580	25.554	34.502	35.432	25.054	27.199	3.52074
