20230720_223205 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3772729927.393	10.000	10.000	25.457	14.150	10.050	10.247	10.079	10.452	15.795	9.945	9.645	25.496	26.413	4.06520
3772729929.410	10.000	10.000	25.454	14.147	10.048	10.245	10.079	10.450	15.794	9.943	9.642	25.493	26.365	4.06520
3772729931.365	10.000	10.000	25.455	14.148	10.051	10.249	10.080	10.453	15.794	9.944	9.646	25.492	26.499	4.06520
3772729933.409	10.000	10.000	25.457	14.151	10.055	10.250	10.083	10.455	15.796	9.947	9.651	25.495	26.716	4.06519
3772729935.361	10.000	10.000	25.455	14.149	10.054	10.244	10.084	10.452	15.796	9.937	9.651	25.492	26.661	4.06519
3772729937.391	10.000	10.000	25.454	14.149	10.054	10.241	10.084	10.449	15.796	9.937	9.653	25.495	26.558	4.06520
3772729939.378	10.000	10.000	25.459	14.152	10.056	10.244	10.085	10.450	15.797	9.941	9.652	25.495	26.496	4.06520
3772729941.417	10.000	10.000	25.459	14.152	10.055	10.246	10.084	10.453	15.799	9.946	9.650	25.494	26.431	4.06520
3772729943.400	10.000	10.000	25.454	14.149	10.179	10.448	10.336	10.538	15.795	10.248	10.084	25.488	26.368	4.06520
3772729945.371	10.000	10.000	25.399	14.152	10.723	11.089	11.139	10.902	15.797	11.180	11.236	25.443	26.550	4.06518
3772729947.421	10.000	10.000	25.271	14.153	11.584	12.009	12.280	11.518	15.799	12.463	12.695	25.353	26.504	4.06514
3772729949.341	12.000	11.000	25.126	14.158	12.558	13.012	13.503	12.258	15.799	13.779	14.134	25.245	26.452	4.06509
3772729951.367	12.000	11.000	24.992	14.166	13.624	14.087	14.800	13.104	15.806	15.114	15.568	25.132	26.409	4.06502
3772729953.399	12.000	11.000	24.887	14.178	14.690	15.146	16.070	13.979	15.814	16.369	16.913	25.031	26.351	4.06494
3772729955.353	12.000	11.000	24.808	14.195	15.722	16.162	17.274	14.846	15.824	17.528	18.148	24.949	26.328	4.06485
3772729957.416	12.000	11.000	24.750	14.218	16.765	17.181	18.471	15.736	15.840	18.663	19.354	24.882	26.285	4.06475
3772729959.344	12.000	11.000	24.709	14.249	17.750	18.142	19.587	16.592	15.859	19.711	20.464	24.831	26.219	4.06465
3772729961.370	12.000	11.000	24.678	14.285	18.741	19.107	20.695	17.467	15.883	20.749	21.558	24.793	26.246	4.06453
3772729963.396	12.000	11.000	24.652	14.323	19.686	20.025	21.740	18.311	15.907	21.728	22.590	24.762	26.298	4.06441
3772729965.360	12.000	11.000	24.640	14.373	20.604	20.915	22.746	19.139	15.943	22.665	23.577	24.742	26.314	4.06429
3772729967.404	12.000	11.000	24.626	14.428	21.503	21.789	23.723	19.959	15.976	23.578	24.536	24.724	26.525	4.06417
3772729969.380	12.000	11.000	24.616	14.484	22.373	22.632	24.659	20.761	16.013	24.458	25.455	24.712	26.451	4.06405
3772729971.373	24.000	23.000	24.613	14.551	23.228	23.461	25.572	21.557	16.057	25.315	26.350	24.706	26.423	4.06393
3772729973.416	24.000	23.000	24.610	14.624	24.068	24.274	26.462	22.339	16.103	26.154	27.223	24.698	26.313	4.06380
3772729975.399	24.000	23.000	24.603	14.695	24.858	25.037	27.295	23.082	16.147	26.939	28.042	24.695	26.312	4.06368
3772729977.395	24.000	23.000	24.607	14.780	25.643	25.798	28.117	23.826	16.202	27.715	28.848	24.696	26.393	4.06355
3772729979.350	24.000	23.000	24.610	14.870	26.404	26.493	28.898	24.537	16.264	28.407	29.603	24.698	26.358	4.06345
3772729981.346	24.000	23.000	24.616	14.966	27.048	26.998	29.498	25.142	16.324	28.814	30.082	24.708	26.492	4.06334
3772729983.384	24.000	23.000	24.640	15.069	27.468	27.270	29.801	25.586	16.388	28.905	30.178	24.736	26.324	4.06326
3772729985.372	24.000	23.000	24.692	15.172	27.656	27.378	29.841	25.870	16.456	28.805	29.995	24.780	26.320	4.06318
3772729987.353	24.000	23.000	24.761	15.278	27.687	27.419	29.715	26.072	16.525	28.668	29.678	24.833	26.361	4.06312
3772729989.374	24.000	23.000	24.838	15.387	27.642	27.473	29.531	26.239	16.593	28.600	29.371	24.887	26.377	4.06307
3772729991.339	24.000	23.000	24.908	15.499	27.596	27.560	29.379	26.409	16.669	28.622	29.164	24.929	26.325	4.06302
3772729993.354	28.000	29.000	24.957	15.613	27.587	27.678	29.290	26.585	16.743	28.701	29.077	24.962	26.505	4.06299
3772729995.399	28.000	29.000	24.987	15.726	27.629	27.804	29.278	26.764	16.818	28.803	29.100	24.986	26.386	4.06296
3772729997.410	28.000	29.000	24.997	15.845	27.726	27.918	29.336	26.936	16.895	28.889	29.202	25.006	26.356	4.06294
3772729999.370	28.000	29.000	25.001	15.960	27.853	28.009	29.434	27.083	16.969	28.939	29.335	25.020	26.381	4.06292
3772730001.362	28.000	29.000	25.002	16.078	27.988	28.082	29.534	27.216	17.046	28.972	29.454	25.036	26.331	4.06290
3772730003.354	28.000	29.000	25.002	16.193	28.102	28.140	29.608	27.328	17.123	28.986	29.518	25.054	26.314	4.06288
3772730005.391	28.000	29.000	25.006	16.311	28.186	28.193	29.650	27.432	17.198	29.004	29.538	25.072	26.368	4.06287
3772730007.401	28.000	29.000	25.020	16.431	28.251	28.251	29.667	27.534	17.281	29.034	29.529	25.083	26.379	4.06286
3772730009.376	28.000	29.000	25.035	16.546	28.291	28.308	29.659	27.625	17.354	29.063	29.499	25.094	26.353	4.06286
3772730011.367	28.000	29.000	25.048	16.662	28.319	28.355	29.650	27.709	17.431	29.088	29.477	25.102	26.302	4.06284
3772730013.347	28.000	29.000	25.063	16.780	28.353	28.402	29.649	27.790	17.512	29.111	29.469	25.115	26.292	4.06285
3772730015.394	29.000	29.000	25.074	16.897	28.384	28.445	29.648	27.864	17.589	29.134	29.465	25.126	26.245	4.06285
3772730017.412	29.000	29.000	25.082	17.012	28.417	28.485	29.652	27.931	17.668	29.153	29.469	25.133	26.242	4.06285
3772730019.367	29.000	29.000	25.091	17.128	28.452	28.516	29.663	27.990	17.744	29.160	29.478	25.141	26.253	4.06286
3772730021.388	29.000	29.000	25.098	17.241	28.486	28.541	29.674	28.041	17.822	29.161	29.487	25.151	26.281	4.06286
3772730023.364	29.000	29.000	25.103	17.353	28.523	28.566	29.689	28.090	17.896	29.171	29.505	25.159	26.275	4.06287
3772730025.386	29.000	29.000	25.114	17.471	28.564	28.599	29.713	28.143	17.979	29.189	29.527	25.171	26.255	4.06286
3772730027.403	29.000	29.000	25.117	17.583	28.599	28.626	29.730	28.188	18.054	29.202	29.547	25.173	26.163	4.06288
3772730029.371	29.000	29.000	25.124	17.692	28.638	28.657	29.753	28.234	18.129	29.221	29.569	25.181	26.173	4.06288
3772730031.418	29.000	29.000	25.131	17.805	28.678	28.691	29.774	28.280	18.206	29.243	29.586	25.189	26.256	4.06289
3772730033.363	29.000	29.000	25.136	17.914	28.702	28.723	29.782	28.325	18.283	29.267	29.588	25.192	26.209	4.06290
3772730035.390	29.000	29.000	25.145	18.022	28.725	28.755	29.788	28.366	18.357	29.288	29.586	25.198	26.229	4.06292
3772730037.408	29.000	29.000	25.151	18.130	28.746	28.782	29.793	28.406	18.431	29.303	29.588	25.202	26.362	4.06293
3772730039.365	29.000	29.000	25.153	18.231	28.765	28.797	29.801	28.438	18.503	29.307	29.594	25.208	26.483	4.06294
3772730041.416	29.000	29.000	25.160	18.338	28.787	28.815	29.809	28.467	18.576	29.312	29.602	25.215	26.538	4.06295
3772730043.359	29.000	29.000	25.166	18.439	28.807	28.830	29.818	28.490	18.645	29.313	29.607	25.219	26.578	4.06296
3772730045.391	29.000	29.000	25.174	18.546	28.831	28.852	29.834	28.522	18.721	29.326	29.622	25.227	26.460	4.06296
3772730047.380	29.000	29.000	25.178	18.646	28.855	28.869	29.843	28.548	18.793	29.334	29.635	25.235	26.466	4.06298
3772730049.396	29.000	29.000	25.185	18.747	28.878	28.888	29.859	28.573	18.864	29.344	29.646	25.238	26.706	4.06299
3772730051.398	29.000	29.000	25.188	18.845	28.900	28.903	29.872	28.598	18.935	29.354	29.661	25.242	26.650	4.06301
3772730053.370	29.000	29.000	25.192	18.942	28.920	28.921	29.886	28.622	19.004	29.366	29.673	25.248	26.470	4.06302
3772730055.396	29.000	29.000	25.198	19.041	28.946	28.943	29.901	28.646	19.073	29.376	29.685	25.253	26.367	4.06303
3772730057.341	29.000	29.000	25.203	19.135	28.963	28.961	29.909	28.669	19.142	29.390	29.688	25.256	26.273	4.06305
3772730059.365	29.000	29.000	25.207	19.230	28.974	28.978	29.909	28.690	19.208	29.402	29.684	25.258	26.325	4.06306
3772730061.407	29.000	29.000	25.216	19.327	28.986	28.999	29.912	28.717	19.277	29.417	29.680	25.265	26.320	4.06306
