20230806_111442 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3774158084.406	24.000	25.000	25.380	24.970	24.981	24.919	25.310	24.931	24.933	24.756	24.943	25.262	23.242	3.74789
3774158086.368	24.000	24.000	25.383	24.974	24.990	24.919	25.318	24.928	24.935	24.754	24.950	25.264	23.133	3.74789
3774158088.366	24.000	24.000	25.378	24.970	24.988	24.916	25.319	24.927	24.932	24.755	24.950	25.260	23.152	3.74788
3774158090.419	24.000	24.000	25.380	24.971	24.995	24.922	25.324	24.931	24.936	24.766	24.956	25.262	23.127	3.74789
3774158092.376	24.000	24.000	25.380	24.972	24.995	24.926	25.325	24.934	24.935	24.770	24.955	25.263	23.114	3.74789
3774158094.623	24.000	24.000	25.379	24.972	24.996	24.930	25.325	24.936	24.937	24.776	24.957	25.260	23.223	3.74789
3774158096.379	24.000	24.000	25.380	24.972	24.997	24.934	25.327	24.940	24.937	24.780	24.958	25.258	23.261	3.74789
3774158098.366	24.000	24.000	25.379	24.973	24.996	24.935	25.328	24.940	24.936	24.780	24.956	25.254	23.304	3.74789
3774158100.380	24.000	24.000	25.380	24.971	25.016	24.950	25.379	24.946	24.935	24.806	25.064	25.257	23.297	3.74789
3774158102.431	24.000	24.000	25.363	24.972	25.300	25.236	25.831	25.087	24.936	25.234	25.758	25.246	23.272	3.74786
3774158104.409	24.000	24.000	25.292	24.968	25.873	25.836	26.614	25.455	24.932	26.110	26.809	25.207	23.132	3.74780
3774158106.382	24.000	24.000	25.206	24.970	26.569	26.559	27.496	25.962	24.935	27.096	27.881	25.144	23.134	3.74768
3774158108.371	26.000	26.000	25.124	24.980	27.341	27.360	28.449	26.571	24.939	28.129	28.960	25.078	23.196	3.74752
3774158110.357	26.000	26.000	25.056	24.987	28.134	28.177	29.397	27.223	24.946	29.124	29.982	25.009	23.166	3.74734
3774158112.400	26.000	26.000	25.001	24.998	28.922	28.979	30.321	27.893	24.951	30.064	30.942	24.954	23.125	3.74714
3774158114.423	26.000	26.000	24.959	25.014	29.721	29.794	31.244	28.588	24.962	30.982	31.881	24.903	23.155	3.74690
3774158116.653	26.000	26.000	24.926	25.032	30.544	30.626	32.180	29.318	24.972	31.900	32.816	24.865	23.184	3.74663
3774158118.387	26.000	26.000	24.911	25.059	31.185	31.274	32.899	29.900	24.991	32.601	33.527	24.841	23.109	3.74639
3774158120.383	26.000	26.000	24.898	25.086	31.901	31.995	33.693	30.553	25.007	33.373	34.312	24.819	23.298	3.74613
3774158122.408	26.000	26.000	24.887	25.118	32.600	32.697	34.460	31.202	25.028	34.116	35.066	24.804	23.448	3.74585
3774158124.418	26.000	26.000	24.883	25.157	33.285	33.382	35.203	31.841	25.052	34.834	35.797	24.794	23.295	3.74556
3774158126.381	26.000	26.000	24.884	25.200	33.935	34.030	35.903	32.451	25.082	35.511	36.483	24.789	23.209	3.74528
3774158128.405	26.000	26.000	24.882	25.247	34.573	34.668	36.587	33.059	25.113	36.174	37.154	24.784	23.127	3.74498
3774158130.380	35.000	35.000	24.885	25.300	35.198	35.292	37.250	33.658	25.148	36.818	37.808	24.785	23.130	3.74469
3774158132.430	35.000	35.000	24.882	25.353	35.815	35.906	37.900	34.251	25.177	37.450	38.445	24.784	23.177	3.74440
3774158134.413	35.000	35.000	24.886	25.418	36.412	36.501	38.528	34.832	25.221	38.064	39.062	24.784	23.031	3.74409
3774158136.382	35.000	35.000	24.891	25.479	36.981	37.066	39.122	35.385	25.260	38.641	39.645	24.785	22.976	3.74380
3774158138.432	35.000	35.000	24.894	25.549	37.546	37.627	39.707	35.938	25.306	39.215	40.221	24.790	23.093	3.74350
3774158140.381	35.000	35.000	24.898	25.622	38.097	38.178	40.277	36.482	25.352	39.775	40.782	24.790	23.131	3.74319
3774158142.408	35.000	35.000	24.903	25.700	38.640	38.716	40.835	37.019	25.404	40.324	41.330	24.797	23.014	3.74290
3774158144.418	35.000	35.000	24.910	25.785	39.179	39.250	41.386	37.551	25.458	40.863	41.873	24.802	23.088	3.74260
3774158146.368	35.000	35.000	24.916	25.869	39.680	39.747	41.899	38.050	25.513	41.366	42.379	24.809	23.175	3.74231
3774158148.426	35.000	35.000	24.922	25.957	40.184	40.246	42.412	38.551	25.567	41.870	42.885	24.813	23.091	3.74202
3774158150.378	35.000	35.000	24.930	26.049	40.680	40.737	42.917	39.044	25.629	42.363	43.384	24.824	23.105	3.74173
3774158152.404	42.000	41.000	24.932	26.141	41.160	41.209	43.402	39.523	25.687	42.838	43.863	24.824	23.121	3.74145
3774158154.397	42.000	41.000	24.944	26.243	41.640	41.685	43.888	40.001	25.754	43.314	44.341	24.831	23.090	3.74115
3774158156.403	42.000	41.000	24.952	26.345	42.103	42.142	44.355	40.466	25.821	43.774	44.801	24.837	23.114	3.74087
3774158158.421	42.000	41.000	24.960	26.450	42.556	42.590	44.809	40.920	25.890	44.223	45.251	24.844	23.071	3.74060
3774158160.385	42.000	41.000	24.968	26.558	42.996	43.025	45.252	41.364	25.960	44.660	45.689	24.854	23.151	3.74032
3774158162.419	42.000	41.000	24.975	26.669	43.434	43.458	45.693	41.805	26.031	45.094	46.124	24.861	23.270	3.74005
3774158164.363	42.000	41.000	24.983	26.780	43.855	43.870	46.115	42.226	26.104	45.505	46.539	24.867	23.360	3.73978
3774158166.373	42.000	41.000	24.991	26.896	44.278	44.289	46.537	42.652	26.184	45.923	46.957	24.874	23.506	3.73951
3774158168.426	42.000	41.000	24.999	27.016	44.689	44.693	46.949	43.066	26.258	46.323	47.362	24.881	23.456	3.73924
3774158170.379	42.000	41.000	25.008	27.135	45.087	45.082	47.344	43.464	26.339	46.711	47.753	24.890	23.379	3.73897
3774158172.428	42.000	41.000	25.019	27.262	45.485	45.475	47.742	43.867	26.423	47.102	48.149	24.899	23.437	3.73871
3774158174.388	46.000	46.000	25.026	27.383	45.866	45.849	48.123	44.250	26.503	47.471	48.522	24.905	23.291	3.73846
3774158176.388	46.000	46.000	25.034	27.512	46.251	46.226	48.504	44.635	26.590	47.846	48.900	24.915	23.160	3.73820
3774158178.419	46.000	46.000	25.043	27.642	46.622	46.591	48.873	45.008	26.676	48.210	49.263	24.923	23.123	3.73795
3774158180.377	46.000	46.000	25.053	27.771	46.984	46.947	49.231	45.375	26.761	48.563	49.617	24.928	23.087	3.73771
3774158182.675	46.000	46.000	25.060	27.922	47.386	47.344	49.633	45.783	26.861	48.957	50.012	24.937	23.153	3.73743
3774158184.389	46.000	46.000	25.068	28.037	47.690	47.644	49.934	46.087	26.937	49.254	50.308	24.944	23.172	3.73721
3774158186.377	46.000	46.000	25.075	28.172	48.035	47.983	50.275	46.438	27.030	49.591	50.647	24.950	23.217	3.73697
