20230720_155949 
time	T01	T02	T03	T04	T05	T06	T07	T08	T09	T10	T11	T12	T13	U	
time	TEC1	TEC2	CoolingBlockBottom	TabAnode	SurfaceBottomAnode	SurfaceTopAnode	SurfaceBottomCathode	SurfaceTopCathode	TabCathode	SurfaceTopCenter	SurfaceBottomCenter	CoolingBlockTop	Ambient	U	
3772706391.360	25.000	24.000	25.382	25.189	25.030	24.974	25.373	24.996	25.359	24.839	25.014	25.467	26.443	4.06354
3772706393.382	25.000	24.000	25.380	25.190	25.031	24.974	25.374	24.997	25.360	24.841	25.015	25.469	26.648	4.06354
3772706395.376	25.000	24.000	25.425	25.237	25.074	24.991	25.384	25.013	25.375	24.874	25.035	25.465	26.564	4.06354
3772706397.384	25.000	24.000	25.427	25.236	25.068	24.992	25.376	25.014	25.373	24.877	25.025	25.466	26.607	4.06354
3772706399.405	25.000	24.000	25.382	25.188	25.016	24.985	25.355	25.003	25.360	24.856	24.985	25.466	26.637	4.06353
3772706401.369	25.000	24.000	25.383	25.191	25.013	24.990	25.352	25.008	25.361	24.860	24.987	25.464	26.576	4.06354
3772706403.392	25.000	24.000	25.427	25.239	25.180	25.116	25.592	25.053	25.360	25.059	25.399	25.460	26.569	4.06354
3772706405.342	25.000	24.000	25.338	25.189	25.569	25.553	26.204	25.296	25.358	25.695	26.264	25.436	26.441	4.06353
3772706407.355	25.000	24.000	25.256	25.188	26.230	26.251	27.079	25.752	25.374	26.659	27.355	25.379	26.383	4.06351
3772706409.404	26.000	26.000	25.167	25.192	26.992	27.020	28.010	26.301	25.361	27.699	28.465	25.313	26.306	4.06348
3772706411.364	26.000	26.000	25.089	25.196	27.766	27.810	28.941	26.909	25.362	28.716	29.526	25.241	26.229	4.06344
3772706413.410	26.000	26.000	25.029	25.209	28.576	28.627	29.894	27.573	25.370	29.658	30.504	25.181	26.283	4.06338
3772706415.352	26.000	26.000	25.034	25.270	29.397	29.421	30.808	28.227	25.381	30.552	31.425	25.131	26.307	4.06334
3772706417.369	26.000	26.000	24.952	25.240	30.126	30.186	31.676	28.897	25.390	31.421	32.318	25.088	26.251	4.06328
3772706419.403	26.000	26.000	24.975	25.260	30.871	30.947	32.533	29.569	25.419	32.267	33.184	25.059	26.233	4.06323
3772706421.354	26.000	26.000	24.914	25.285	31.588	31.648	33.313	30.194	25.421	33.009	33.942	25.036	26.282	4.06316
3772706423.405	26.000	26.000	24.949	25.364	32.343	32.373	34.113	30.855	25.454	33.789	34.743	25.019	26.466	4.06310
3772706425.382	26.000	26.000	24.943	25.398	33.026	33.052	34.857	31.480	25.477	34.507	35.479	25.007	26.435	4.06304
3772706427.369	26.000	26.000	24.938	25.437	33.696	33.718	35.582	32.099	25.500	35.202	36.191	25.001	26.342	4.06298
3772706429.415	26.000	26.000	24.884	25.478	34.351	34.350	36.270	32.694	25.511	35.842	36.851	24.994	26.381	4.06291
3772706431.400	35.000	35.000	24.886	25.484	34.934	34.972	36.941	33.287	25.544	36.484	37.511	24.992	26.442	4.06285
3772706433.393	35.000	35.000	24.890	25.536	35.549	35.578	37.592	33.869	25.579	37.111	38.151	24.992	26.521	4.06279
3772706435.355	35.000	35.000	24.937	25.638	36.194	36.184	38.237	34.454	25.630	37.716	38.770	24.992	26.524	4.06273
3772706437.349	35.000	35.000	24.894	25.655	36.739	36.748	38.841	35.006	25.655	38.342	39.380	24.995	26.489	4.06268
3772706439.388	35.000	35.000	24.942	25.765	37.366	37.316	39.444	35.563	25.694	38.921	40.006	24.996	26.438	4.06262
3772706441.389	35.000	35.000	24.901	25.790	37.919	37.875	40.032	36.113	25.755	39.442	40.537	25.000	26.367	4.06257
3772706443.359	35.000	35.000	24.901	25.860	38.416	38.396	40.580	36.629	25.786	40.019	41.122	25.001	26.317	4.06252
3772706445.378	35.000	35.000	24.958	25.989	39.002	38.941	41.148	37.172	25.856	40.526	41.637	25.009	26.739	4.06247
3772706447.341	35.000	35.000	24.962	26.070	39.524	39.454	41.681	37.683	25.906	41.075	42.196	25.013	27.056	4.06243
3772706449.354	35.000	35.000	24.923	26.108	39.990	39.941	42.192	38.172	25.947	41.554	42.683	25.019	26.945	4.06239
3772706451.378	35.000	35.000	24.977	26.197	40.490	40.431	42.700	38.665	26.004	42.046	43.182	25.026	26.786	4.06235
